date,location_name,ili
1997-10-04,US,-0.2728884806915673
1997-10-11,US,-0.1682964483205549
1997-10-18,US,-0.23949840692451424
1997-10-25,US,-0.3915554601287824
1997-11-01,US,-0.19942957195389838
1997-11-08,US,-0.1631242279404066
1997-11-15,US,0.019557708860872717
1997-11-22,US,0.2011645908773816
1997-11-29,US,0.22901115736855476
1997-12-06,US,0.17519977715307838
1997-12-13,US,0.29590862471007545
1997-12-20,US,0.5602553299776152
1997-12-27,US,1.0617899089181448
1998-01-03,US,1.2620801540035633
1998-01-10,US,1.2288404968159694
1998-01-17,US,1.2545734407941644
1998-01-24,US,1.5717400288069805
1998-01-31,US,1.6527990010306255
1998-02-07,US,1.6267077316423117
1998-02-14,US,1.3167452921338827
1998-02-21,US,1.038180801974726
1998-02-28,US,0.5792578573044184
1998-03-07,US,0.012754560230824224
1998-03-14,US,0.05870308457414013
1998-03-21,US,-0.47754862246623503
1998-03-28,US,-0.6282338687483828
1998-04-04,US,-1.1528246588776554
1998-04-11,US,-0.879297183130439
1998-04-18,US,-1.354075325480966
1998-04-25,US,-1.2850384929964458
1998-05-02,US,-1.2397684298772311
1998-05-09,US,-1.4255346419912793
1998-05-16,US,-1.4349932906863516
1998-05-23,US,-1.3933940022636604
1998-05-30,US,-1.8490508195241577
1998-06-06,US,-1.8490508195241577
1998-06-13,US,-1.8490508195241577
1998-06-20,US,-1.8490508195241577
1998-06-27,US,-1.8490508195241577
1998-07-04,US,-1.8490508195241577
1998-07-11,US,-1.8490508195241577
1998-07-18,US,-1.8490508195241577
1998-07-25,US,-1.8490508195241577
1998-08-01,US,-1.8490508195241577
1998-08-08,US,-1.8490508195241577
1998-08-15,US,-1.8490508195241577
1998-08-22,US,-1.8490508195241577
1998-08-29,US,-1.8490508195241577
1998-09-05,US,-1.8490508195241577
1998-09-12,US,-1.8490508195241577
1998-09-19,US,-1.8490508195241577
1998-09-26,US,-1.8490508195241577
1998-10-03,US,-1.8490508195241577
1998-10-10,US,-1.2324667961328193
1998-10-17,US,-1.0798927114346077
1998-10-24,US,-0.7901439749711084
1998-10-31,US,-0.4118336850413855
1998-11-07,US,-0.5954235614159301
1998-11-14,US,-0.619969063578011
1998-11-21,US,-0.40444061585142443
1998-11-28,US,0.026361762807994314
1998-12-05,US,-0.4025958131537031
1998-12-12,US,-0.3641587279966422
1998-12-19,US,-0.3460461854722975
1998-12-26,US,0.06381435724418602
1999-01-02,US,0.3370326784375954
1999-01-09,US,0.3244594323335666
1999-01-16,US,0.8041634609726811
1999-01-23,US,1.236109375285985
1999-01-30,US,1.3626316045718911
1999-02-06,US,1.7013684984785697
1999-02-13,US,1.6800665454633972
1999-02-20,US,1.589532163686398
1999-02-27,US,1.420852770293317
1999-03-06,US,1.345617045578499
1999-03-13,US,0.984303968813028
1999-03-20,US,0.7156300554965147
1999-03-27,US,0.49862139052735227
1999-04-03,US,-0.06211042103606797
1999-04-10,US,-0.8278877783987646
1999-04-17,US,-1.375656237232248
1999-04-24,US,-1.4998628527454496
1999-05-01,US,-1.3712888216705277
1999-05-08,US,-1.5157626645271167
1999-05-15,US,-1.4691539228272956
1999-05-22,US,-1.4592193343085305
1999-05-29,US,-1.8490508195241577
1999-06-05,US,-1.8490508195241577
1999-06-12,US,-1.8490508195241577
1999-06-19,US,-1.8490508195241577
1999-06-26,US,-1.8490508195241577
1999-07-03,US,-1.8490508195241577
1999-07-10,US,-1.8490508195241577
1999-07-17,US,-1.8490508195241577
1999-07-24,US,-1.8490508195241577
1999-07-31,US,-1.8490508195241577
1999-08-07,US,-1.8490508195241577
1999-08-14,US,-1.8490508195241577
1999-08-21,US,-1.8490508195241577
1999-08-28,US,-1.8490508195241577
1999-09-04,US,-1.8490508195241577
1999-09-11,US,-1.8490508195241577
1999-09-18,US,-1.8490508195241577
1999-09-25,US,-1.8490508195241577
1999-10-02,US,-1.8490508195241577
1999-10-09,US,-0.6575072406224727
1999-10-16,US,-0.512146949378446
1999-10-23,US,-0.7244452932414774
1999-10-30,US,-0.5933944055637419
1999-11-06,US,-0.31372311494354876
1999-11-13,US,-0.23425156168149242
1999-11-20,US,-0.15623469156823996
1999-11-27,US,0.23599978653039216
1999-12-04,US,0.2728884806915673
1999-12-11,US,0.6852031451143851
1999-12-18,US,0.9624554018948732
1999-12-25,US,1.4998628527454503
2000-01-01,US,1.8780091118892546
2000-01-08,US,1.7160105661269276
2000-01-15,US,1.3086948984801305
2000-01-22,US,0.951701666576783
2000-01-29,US,0.5913676900616804
2000-02-05,US,0.3155099584193946
2000-02-12,US,0.17347317489728384
2000-02-19,US,-0.1873009289130491
2000-02-26,US,-0.3989103068847737
2000-03-04,US,-0.24650449767481447
2000-03-11,US,-0.5913676900616804
2000-03-18,US,-0.7534936523677788
2000-03-25,US,-0.7785786645554219
2000-04-01,US,-0.9570646994889067
2000-04-08,US,-1.1934322378227384
2000-04-15,US,-1.430247971544439
2000-04-22,US,-1.4843334197007025
2000-04-29,US,-1.4946462679154502
2000-05-06,US,-1.4894700423279403
2000-05-13,US,-1.510420237359636
2000-05-20,US,-1.5051205753413563
2000-05-27,US,-1.8490508195241577
2000-06-03,US,-1.8490508195241577
2000-06-10,US,-1.8490508195241577
2000-06-17,US,-1.8490508195241577
2000-06-24,US,-1.8490508195241577
2000-07-01,US,-1.8490508195241577
2000-07-08,US,-1.8490508195241577
2000-07-15,US,-1.8490508195241577
2000-07-22,US,-1.8490508195241577
2000-07-29,US,-1.8490508195241577
2000-08-05,US,-1.8490508195241577
2000-08-12,US,-1.8490508195241577
2000-08-19,US,-1.8490508195241577
2000-08-26,US,-1.8490508195241577
2000-09-02,US,-1.8490508195241577
2000-09-09,US,-1.8490508195241577
2000-09-16,US,-1.8490508195241577
2000-09-23,US,-1.8490508195241577
2000-09-30,US,-1.8490508195241577
2000-10-07,US,-0.25176699884266013
2000-10-14,US,-0.5355552795699431
2000-10-21,US,-0.36597647174805353
2000-10-28,US,-0.25352270925930115
2000-11-04,US,-0.23599978653039216
2000-11-11,US,-0.004251417614762059
2000-11-18,US,0.0655184787511032
2000-11-25,US,0.3352332815447567
2000-12-02,US,0.1579563677879715
2000-12-09,US,0.269360023988608
2000-12-16,US,0.5199179558794094
2000-12-23,US,0.7266579001030652
2000-12-30,US,1.1594601849508235
2001-01-06,US,1.101470367134709
2001-01-13,US,1.0499122034596884
2001-01-20,US,1.2773108139068747
2001-01-27,US,1.397897577254011
2001-02-03,US,1.3331072580726624
2001-02-10,US,1.2324667961328193
2001-02-17,US,0.9174872305376818
2001-02-24,US,0.7377748331344894
2001-03-03,US,0.2640736051986718
2001-03-10,US,0.19769515316419659
2001-03-17,US,-0.08171783055301102
2001-03-24,US,-0.04508015511020338
2001-03-31,US,-0.26407360519867157
2001-04-07,US,-0.4360199537767443
2001-04-14,US,-0.7310938257856834
2001-04-21,US,-0.7200306802912685
2001-04-28,US,-1.1627971725452404
2001-05-05,US,-1.1796799176603594
2001-05-12,US,-1.1969057734921063
2001-05-19,US,-1.2928436822773006
2001-05-26,US,-1.8490508195241577
2001-06-02,US,-1.8490508195241577
2001-06-09,US,-1.8490508195241577
2001-06-16,US,-1.8490508195241577
2001-06-23,US,-1.8490508195241577
2001-06-30,US,-1.8490508195241577
2001-07-07,US,-1.8490508195241577
2001-07-14,US,-1.8490508195241577
2001-07-21,US,-1.8490508195241577
2001-07-28,US,-1.8490508195241577
2001-08-04,US,-1.8490508195241577
2001-08-11,US,-1.8490508195241577
2001-08-18,US,-1.8490508195241577
2001-08-25,US,-1.8490508195241577
2001-09-01,US,-1.8490508195241577
2001-09-08,US,-1.8490508195241577
2001-09-15,US,-1.8490508195241577
