location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2026-02-07,2026-02-21,2,354.9170465387088,0.44999998807907104,0.0,354.9170465387088,146.33573860956227,858.7842262326426
Alaska,2026-02-07,2026-02-21,2,9.108211987138926,0.44999998807907104,0.0,9.108211987138926,3.1844044662389375,23.418277535387904
Arizona,2026-02-07,2026-02-21,2,325.91912541912393,0.44999998807907104,0.0,325.91912541912393,134.3317332722366,788.7343215859825
Arkansas,2026-02-07,2026-02-21,2,177.144569376476,0.44999998807907104,0.0,177.144569376476,72.74488511752395,429.3415423016069
California,2026-02-07,2026-02-21,2,1903.2690279545718,0.44999998807907104,0.0,1903.2690279545718,787.2929083434226,4599.118169840572
Colorado,2026-02-07,2026-02-21,2,129.9655962974347,0.44999998807907104,0.0,129.9655962974347,53.21463526565231,315.371904551192
Connecticut,2026-02-07,2026-02-21,2,80.82739626851726,0.44999998807907104,0.0,80.82739626851726,32.873342074971774,196.6693874866356
Delaware,2026-02-07,2026-02-21,2,45.68713338877367,0.7999898195266724,0.0,45.68713338877367,8.732953307967552,222.94933532423465
District of Columbia,2026-02-07,2026-02-21,2,5.651871036083931,0.7999974489212036,0.0,5.651871036083931,0.3867071588797585,30.90824248461891
Florida,2026-02-07,2026-02-21,2,1401.2821867640623,0.44999998807907104,0.0,1401.2821867640623,579.4899870213022,3386.4750215866165
Georgia,2026-02-07,2026-02-21,2,347.13714559063175,0.44999998807907104,0.0,347.13714559063175,143.1151638614812,839.9904196930013
Hawaii,2026-02-07,2026-02-21,2,23.187795799490022,0.7999993562698364,0.0,23.187795799490022,4.04238041026681,115.0264434723341
Idaho,2026-02-07,2026-02-21,2,73.21663770785763,0.7999998331069946,0.0,73.21663770785763,14.471776487966116,355.01013994376024
Illinois,2026-02-07,2026-02-21,2,572.3348191991906,0.44999998807907104,0.0,572.3348191991906,236.33819405052162,1383.99753999222
Indiana,2026-02-07,2026-02-21,2,338.70824576662875,0.44999998807907104,0.0,338.70824576662875,139.6259289588185,819.6288349258476
Iowa,2026-02-07,2026-02-21,2,166.75729698259337,0.800000011920929,0.0,166.75729698259337,33.97197627995279,803.7160522363248
Kansas,2026-02-07,2026-02-21,2,191.73189710110546,0.44999998807907104,0.0,191.73189710110546,78.7834683367019,464.579962047143
Kentucky,2026-02-07,2026-02-21,2,212.38648631471213,0.44999998807907104,0.0,212.38648631471213,87.33366054316838,514.4749872443767
Louisiana,2026-02-07,2026-02-21,2,282.10451340857713,0.44999998807907104,0.0,282.10451340857713,116.19419733445388,682.8919275463522
Maine,2026-02-07,2026-02-21,2,65.65847375898551,0.799998939037323,0.0,65.65847375898551,12.89616730315615,318.7537872811999
Maryland,2026-02-07,2026-02-21,2,99.98570775777029,0.44999998807907104,0.0,99.98570775777029,40.804133817688054,242.94987385249416
Massachusetts,2026-02-07,2026-02-21,2,117.9256217220361,0.44999998807907104,0.0,117.9256217220361,48.23055663227959,286.28709300636496
Michigan,2026-02-07,2026-02-21,2,274.53644041606765,0.44999998807907104,0.0,274.53644041606765,113.06131107613527,664.6098310712982
Minnesota,2026-02-07,2026-02-21,2,173.24909526511058,0.44999998807907104,0.0,173.24909526511058,71.13231117363999,419.93129565222273
Mississippi,2026-02-07,2026-02-21,2,191.01228100831364,0.44999998807907104,0.0,191.01228100831364,78.48557541592751,462.84159471817526
Missouri,2026-02-07,2026-02-21,2,299.05815453274965,0.44999998807907104,0.0,299.05815453274965,123.2123417628909,723.8466201004984
Montana,2026-02-07,2026-02-21,2,62.970866618886895,0.800000011920929,0.0,62.970866618886895,12.335858828459003,305.86225976225995
Nebraska,2026-02-07,2026-02-21,2,133.5797135322746,0.7999987602233887,0.0,133.5797135322746,27.05559090722457,644.5647059554594
Nevada,2026-02-07,2026-02-21,2,81.28882363741829,0.44999998807907104,0.0,81.28882363741829,33.06435496090362,197.78405163995814
New Hampshire,2026-02-07,2026-02-21,2,48.05101689334257,0.7999985218048096,0.0,48.05101689334257,9.225582076894622,234.29244987505388
New Jersey,2026-02-07,2026-02-21,2,215.17490911410457,0.44999998807907104,0.0,215.17490911410457,88.48795853675871,521.2109442947631
New Mexico,2026-02-07,2026-02-21,2,151.4001985305375,0.7999998331069946,0.0,151.4001985305375,30.770528566217934,730.0492321126692
New York,2026-02-07,2026-02-21,2,253.31215829370686,0.44999998807907104,0.0,253.31215829370686,104.27528828412028,613.3386060502381
