location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-09-13,2025-10-04,3,13.473676688564042,35.563167572021484,13.473676688564042,0.0,83.1762043058889
Alaska,2025-09-13,2025-10-04,3,5.570964977416191,5.925229072570801,5.570964977416191,0.0,17.184200559804626
Arizona,2025-09-13,2025-10-04,3,93.54612590528758,130.7296905517578,93.54612590528758,0.0,349.77161109679906
Arkansas,2025-09-13,2025-10-04,3,5.7676743286128005,48.91868209838867,5.7676743286128005,0.0,101.64652941261888
California,2025-09-13,2025-10-04,3,43.22986315389731,323.0825500488281,43.22986315389731,0.0,676.4600252829599
Colorado,2025-09-13,2025-10-04,3,1.2231281723889664,46.11624526977539,1.2231281723889664,0.0,91.60930800336436
Connecticut,2025-09-13,2025-10-04,3,10.459561009940067,37.1575927734375,10.459561009940067,0.0,83.28710459808335
Delaware,2025-09-13,2025-10-04,3,-0.6564603069799776,8.135568618774414,0.0,0.0,15.288961179572146
District of Columbia,2025-09-13,2025-10-04,3,-0.6582639654674018,9.201441764831543,0.0,0.0,17.376230499445096
Florida,2025-09-13,2025-10-04,3,160.92359603147685,78.67477416992188,160.92359603147685,6.723872166607805,315.12331989634583
Georgia,2025-09-13,2025-10-04,3,2.2085103809612,107.68858337402344,2.2085103809612,0.0,213.274255340186
Hawaii,2025-09-13,2025-10-04,3,9.192878240293751,10.421721458435059,9.192878240293751,0.0,29.619076955734712
Idaho,2025-09-13,2025-10-04,3,-0.562098855967206,17.424779891967773,0.0,0.0,33.58984217082736
Illinois,2025-09-13,2025-10-04,3,21.528815497463007,125.8630142211914,21.528815497463007,0.0,268.2157903566508
Indiana,2025-09-13,2025-10-04,3,17.60346861337042,80.2016372680664,17.60346861337042,0.0,174.79578915992593
Iowa,2025-09-13,2025-10-04,3,3.637162652609561,28.182241439819336,3.637162652609561,0.0,58.8733408782677
Kansas,2025-09-13,2025-10-04,3,3.843639111270369,26.209943771362305,3.843639111270369,0.0,55.214184939960404
Kentucky,2025-09-13,2025-10-04,3,8.976412128981044,66.11090850830078,8.976412128981044,0.0,138.55141179047322
Louisiana,2025-09-13,2025-10-04,3,17.313694677349087,32.78850555419922,17.313694677349087,0.0,81.57798467047108
Maine,2025-09-13,2025-10-04,3,0.8741926911129566,15.163962364196777,0.8741926911129566,0.0,30.59501278785949
Maryland,2025-09-13,2025-10-04,3,9.795382638847816,52.41713333129883,9.795382638847816,0.0,112.53107614102754
Massachusetts,2025-09-13,2025-10-04,3,20.712629497668832,83.69520568847656,20.712629497668832,0.0,184.75221832575477
Michigan,2025-09-13,2025-10-04,3,8.78373301128637,82.34790802001953,8.78373301128637,0.0,170.1826669327417
Minnesota,2025-09-13,2025-10-04,3,5.8344713173085525,63.3518180847168,5.8344713173085525,0.0,130.00175311848673
Mississippi,2025-09-13,2025-10-04,3,27.4058326651036,12.364116668701172,27.4058326651036,3.1726092937979438,51.639056036409244
