location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2025-11-15,2025-12-13,4,62.880738500739696,35.68401336669922,-6.823539373169751,62.880738500739696,0.0,132.82011952331607
Alaska,2025-11-15,2025-12-13,4,11.126263276243801,9.912367820739746,-0.40900551688935405,11.126263276243801,0.0,30.554147206407485
Arizona,2025-11-15,2025-12-13,4,202.0452455870049,90.10860443115234,-0.0019100163973959638,202.0452455870049,25.435626204779936,378.65486496922983
Arkansas,2025-11-15,2025-12-13,4,58.72766458266751,13.368392944335938,-3.4066586414776006,58.72766458266751,32.52609588058969,84.92923328474532
California,2025-11-15,2025-12-13,4,671.7561838319465,592.2976684570312,10.5122244039665,671.7561838319465,0.0,1832.6382821347734
Colorado,2025-11-15,2025-12-13,4,129.7843879866862,20.453554153442383,2.1263340890821856,129.7843879866862,89.69615849009949,169.8726174832729
Connecticut,2025-11-15,2025-12-13,4,18.302202832878926,24.9951171875,-0.005824659378284025,18.302202832878926,0.0,67.29173230973701
Delaware,2025-11-15,2025-12-13,4,3.8941618752295355,3.454991340637207,-0.821634968098101,3.8941618752295355,0.0,10.665820469776218
District of Columbia,2025-11-15,2025-12-13,4,12.002249560928679,11.969667434692383,-0.10621538373798889,12.002249560928679,0.0,35.46236663984769
Florida,2025-11-15,2025-12-13,4,527.8185359246658,215.33895874023438,0.4236799414654939,527.8185359246658,105.7619323254496,949.8751395238819
Georgia,2025-11-15,2025-12-13,4,61.06881870795982,96.12757110595703,4.065468961768346,61.06881870795982,0.0,249.47539599694872
Hawaii,2025-11-15,2025-12-13,4,11.374575986402121,10.077163696289062,-0.07069497495384458,11.374575986402121,0.0,31.12545389744321
Idaho,2025-11-15,2025-12-13,4,33.16552976793713,19.7056827545166,0.7473765266806037,33.16552976793713,0.0,71.78795825756171
Illinois,2025-11-15,2025-12-13,4,116.5787839762072,76.06039428710938,-0.019087694162813307,116.5787839762072,0.0,265.65441742885764
Indiana,2025-11-15,2025-12-13,4,152.22215240134875,42.820404052734375,-0.20313787623962387,152.22215240134875,68.29570265453638,236.1486021481611
Iowa,2025-11-15,2025-12-13,4,41.128372829844025,18.191940307617188,-1.647081870561089,41.128372829844025,5.472825018011818,76.78392064167622
Kansas,2025-11-15,2025-12-13,4,24.350660806701512,12.988527297973633,2.311656721170008,24.350660806701512,0.0,49.807706522945175
Kentucky,2025-11-15,2025-12-13,4,46.17461054742654,52.23176574707031,0.1722462114756107,46.17461054742654,0.0,148.54699026061718
Louisiana,2025-11-15,2025-12-13,4,254.98562190017736,113.66422271728516,4.887071522181596,254.98562190017736,32.20783904355898,477.7634047567957
Maine,2025-11-15,2025-12-13,4,11.32185713039579,8.282599449157715,-0.5931781664857038,11.32185713039579,0.0,27.555453749116204
Maryland,2025-11-15,2025-12-13,4,86.37223515826544,27.17307472229004,4.312304189253382,86.37223515826544,33.11398735336122,139.63048296316964
Massachusetts,2025-11-15,2025-12-13,4,62.52159082584063,30.730623245239258,-1.4387173776401347,62.52159082584063,2.2906760427022803,122.75250560897898
Michigan,2025-11-15,2025-12-13,4,127.0376882640287,84.92720031738281,0.04553090251738379,127.0376882640287,0.0,293.4919421939177
Minnesota,2025-11-15,2025-12-13,4,151.88178029506608,57.983070373535156,-2.5607362477857656,151.88178029506608,38.23705064988573,265.5265099402464
Mississippi,2025-11-15,2025-12-13,4,48.86569262142105,23.145811080932617,-1.1100458608389925,48.86569262142105,3.5007365098250105,94.23064873301708
Missouri,2025-11-15,2025-12-13,4,83.15410375801167,34.586517333984375,1.1251176879614224,83.15410375801167,15.365775432731994,150.94243208329135
Montana,2025-11-15,2025-12-13,4,7.179638865839208,9.95614242553711,1.2104765106990252,7.179638865839208,0.0,26.6933194448432
Nebraska,2025-11-15,2025-12-13,4,11.226206502846571,9.64161491394043,0.13280319848878264,11.226206502846571,0.0,30.123424486974066
Nevada,2025-11-15,2025-12-13,4,36.16727142201251,30.40545082092285,-1.501044488607445,36.16727142201251,0.0,95.76085996472511
New Hampshire,2025-11-15,2025-12-13,4,33.53413570669643,11.14895248413086,1.0888439579325453,33.53413570669643,11.682590372451575,55.385681040941286
New Jersey,2025-11-15,2025-12-13,4,97.70883708261272,15.353885650634766,2.5624640085649304,97.70883708261272,67.61577418462224,127.8018999806032
New Mexico,2025-11-15,2025-12-13,4,67.86818886457218,48.42532730102539,-0.870937198495513,67.86818886457218,0.0,162.78008631414616
New York,2025-11-15,2025-12-13,4,669.2790606167896,81.46680450439453,10.302376155709215,669.2790606167896,509.60705785261086,828.9510633809683
North Carolina,2025-11-15,2025-12-13,4,110.86684564177851,49.39790725708008,7.8134506044093435,110.86684564177851,14.048726506251768,207.68496477730525
North Dakota,2025-11-15,2025-12-13,4,3.8294260923067527,4.028676509857178,0.09279658229369181,3.8294260923067527,0.0,11.725486956989345
Ohio,2025-11-15,2025-12-13,4,97.65914774395733,40.604644775390625,0.007621846645523789,97.65914774395733,18.075506379149218,177.24278910876544
Oklahoma,2025-11-15,2025-12-13,4,32.97761450845969,28.210308074951172,-0.9027504843827954,32.97761450845969,0.0,88.26880232814345
Oregon,2025-11-15,2025-12-13,4,29.155495511194463,35.550960540771484,0.22082318789828048,29.155495511194463,0.0,98.83409778691117
Pennsylvania,2025-11-15,2025-12-13,4,207.99765825327427,28.70177459716797,0.07738100987309338,207.99765825327427,151.74321375043843,264.2521027561101
Puerto Rico,2025-11-15,2025-12-13,4,137.074999725182,25.516178131103516,-3.7464735753572,137.074999725182,87.06420956511056,187.08578988525346
Rhode Island,2025-11-15,2025-12-13,4,8.35261634796401,9.898009300231934,0.023213173930361042,8.35261634796401,0.0,27.752358095061105
South Carolina,2025-11-15,2025-12-13,4,33.7175045881238,24.989490509033203,-3.7803135500020826,33.7175045881238,0.0,82.69600597783437
South Dakota,2025-11-15,2025-12-13,4,7.688410177350142,5.840503215789795,-0.38051565709962587,7.688410177350142,0.0,19.13558613188851
Tennessee,2025-11-15,2025-12-13,4,37.671690844746365,21.923059463500977,3.359495688635217,37.671690844746365,0.0,80.64009782413828
Texas,2025-11-15,2025-12-13,4,561.7826254267743,255.16323852539062,-6.780252382628703,561.7826254267743,61.67186773840535,1061.893383115143
US,2025-11-15,2025-12-13,4,1865.325325459757,1172.623046875,162.30017819916623,1865.325325459757,0.0,4163.624264776381
Utah,2025-11-15,2025-12-13,4,17.656823083652725,17.94780731201172,-0.31181983795762525,17.656823083652725,0.0,52.83387901666033
Vermont,2025-11-15,2025-12-13,4,3.6236503803159983,1.6475685834884644,-0.0043599044255344666,3.6236503803159983,0.39447529461893405,6.852825466013062
Virginia,2025-11-15,2025-12-13,4,135.2960263014137,91.13504791259766,0.6213464201680017,135.2960263014137,0.0,313.9174379394373
Washington,2025-11-15,2025-12-13,4,28.861814691330718,46.750091552734375,-6.829844418688597,28.861814691330718,0.0,120.49031040864031
West Virginia,2025-11-15,2025-12-13,4,7.339272406618298,22.02480697631836,-3.4791637493800254,7.339272406618298,0.0,50.50710084664881
Wisconsin,2025-11-15,2025-12-13,4,50.5733401945015,30.558568954467773,-1.8387926446028144,50.5733401945015,0.0,110.46703476434215
