location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2026-02-07,2026-02-14,1,333.1936103722786,0.44999998807907104,0.0,333.1936103722786,137.34308556345263,806.3072012148565
Alaska,2026-02-07,2026-02-14,1,8.995819709378932,0.7999858856201172,0.0,8.995819709378932,1.08386314547643,46.94768403064422
Arizona,2026-02-07,2026-02-14,1,282.2457650815073,0.44999998807907104,0.0,282.2457650815073,116.25267000319337,683.2331473937728
Arkansas,2026-02-07,2026-02-14,1,166.33701063130738,0.800000011920929,0.0,166.33701063130738,33.884360154917786,801.6999779462701
California,2026-02-07,2026-02-14,1,1826.963108330266,0.44999998807907104,0.0,1826.963108330266,755.7052416737222,4414.786942384132
Colorado,2026-02-07,2026-02-14,1,109.9642397153129,0.44999998807907104,0.0,109.9642397153129,44.934855823001634,267.0548850102567
Connecticut,2026-02-07,2026-02-14,1,73.31523053236512,0.44999998807907104,0.0,73.31523053236512,29.763599234449952,178.5223454508547
Delaware,2026-02-07,2026-02-14,1,45.33972477135095,0.7999998331069946,0.0,45.33972477135095,8.660338790857152,221.28724461681364
District of Columbia,2026-02-07,2026-02-14,1,8.305973723139685,0.7999069094657898,0.0,8.305973723139685,0.9403488882954537,43.63173991964048
Florida,2026-02-07,2026-02-14,1,1593.804194107649,0.44999998807907104,0.0,1593.804194107649,659.1865692064378,3851.547955649241
Georgia,2026-02-07,2026-02-14,1,343.9506042576568,0.44999998807907104,0.0,343.9506042576568,141.79606036399613,832.2927328275529
Hawaii,2026-02-07,2026-02-14,1,23.40550886309349,0.44999998807907104,0.0,23.40550886309349,9.102926256146672,57.95607349446415
Idaho,2026-02-07,2026-02-14,1,99.99046142748745,0.7999992370605469,0.0,99.99046142748745,20.053280237985604,483.4410554577162
Illinois,2026-02-07,2026-02-14,1,484.59327088681096,0.44999998807907104,0.0,484.59327088681096,200.01662431096972,1172.041411568883
Indiana,2026-02-07,2026-02-14,1,338.8134047809269,0.44999998807907104,0.0,338.8134047809269,139.6694606783406,819.8828662025707
Iowa,2026-02-07,2026-02-14,1,199.10013259410113,0.7999924421310425,0.0,199.10013259410113,40.71503142782293,958.8473666130595
Kansas,2026-02-07,2026-02-14,1,190.94422939024588,0.44999998807907104,0.0,190.94422939024588,78.45740470730566,462.67720330069955
Kentucky,2026-02-07,2026-02-14,1,224.0956148608424,0.7999991178512573,0.0,224.0956148608424,45.925245218906404,1078.760704354642
Louisiana,2026-02-07,2026-02-14,1,279.8071959243544,0.44999998807907104,0.0,279.8071959243544,115.24319773595107,677.3423272819313
Maine,2026-02-07,2026-02-14,1,58.02614603332985,0.44999998807907104,0.0,58.02614603332985,23.434516153894606,141.5887009018042
Maryland,2026-02-07,2026-02-14,1,79.70256013971894,0.44999998807907104,0.0,79.70256013971894,32.40770390601378,193.95213533464516
Massachusetts,2026-02-07,2026-02-14,1,125.52294317019796,0.7999995946884155,0.0,125.52294317019796,25.375967337332913,605.9182200491701
Michigan,2026-02-07,2026-02-14,1,306.092485127228,0.7711935043334961,0.0,306.092485127228,66.73733216078186,1391.227762938341
Minnesota,2026-02-07,2026-02-14,1,177.50277024930344,0.44999998807907104,0.0,177.50277024930344,72.89316627090466,430.20684353759674
Mississippi,2026-02-07,2026-02-14,1,141.19836967546357,0.44999998807907104,0.0,141.19836967546357,57.8645641700992,342.5067705577428
Missouri,2026-02-07,2026-02-14,1,305.85816988807903,0.7710277438163757,0.0,305.85816988807903,66.7076413662174,1389.7135816141881
Montana,2026-02-07,2026-02-14,1,57.15808890616903,0.7999987006187439,0.0,57.15808890616903,11.124113643037868,277.97819212212215
Nebraska,2026-02-07,2026-02-14,1,134.85061257283593,0.7999963164329529,0.0,134.85061257283593,27.320668593497288,650.6579534655582
Nevada,2026-02-07,2026-02-14,1,84.99470558570253,0.44999998807907104,0.0,84.99470558570253,34.598445163551226,206.7363029423373
New Hampshire,2026-02-07,2026-02-14,1,47.345176158706906,0.44999998807907104,0.0,47.345176158706906,19.01301232077347,115.78681951293942
New Jersey,2026-02-07,2026-02-14,1,227.56727117742435,0.44999998807907104,0.0,227.56727117742435,93.6179118095019,551.14701375652
New Mexico,2026-02-07,2026-02-14,1,150.5107139813117,0.800000011920929,0.0,150.5107139813117,30.58508864185464,725.782714192152
