location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-09-13,2025-09-20,1,18.92562504007326,41.22725296020508,18.92562504007326,0.0,99.72955602359754
Alaska,2025-09-13,2025-09-20,1,4.054437221646377,2.256192922592163,4.054437221646377,0.0,8.476494092101182
Arizona,2025-09-13,2025-09-20,1,18.360035683528473,123.10567474365234,18.360035683528473,0.0,259.6427244735892
Arkansas,2025-09-13,2025-09-20,1,3.6702821348630557,44.92673110961914,3.6702821348630557,0.0,91.72505705283179
California,2025-09-13,2025-09-20,1,75.76595148384325,276.2807312011719,75.76595148384325,0.0,617.2662342605317
Colorado,2025-09-13,2025-09-20,1,2.957598395550908,53.429298400878906,2.957598395550908,0.0,107.67709898051706
Connecticut,2025-09-13,2025-09-20,1,5.9638454380405745,40.091468811035156,5.9638454380405745,0.0,84.54168039498035
Delaware,2025-09-13,2025-09-20,1,-1.2193958166794985,10.008678436279297,0.0,0.0,18.39725345127059
District of Columbia,2025-09-13,2025-09-20,1,0.6146874083453354,10.073099136352539,0.6146874083453354,0.0,20.357598928297836
Florida,2025-09-13,2025-09-20,1,173.1292403780158,58.950538635253906,173.1292403780158,57.58830778368112,288.67017297235043
Georgia,2025-09-13,2025-09-20,1,20.7919411835747,90.38078308105469,20.7919411835747,0.0,197.93502091696894
Hawaii,2025-09-13,2025-09-20,1,4.51129360188021,14.887646675109863,4.51129360188021,0.0,33.69054489965303
Idaho,2025-09-13,2025-09-20,1,2.0867075299804663,19.432361602783203,2.0867075299804663,0.0,40.173436405994586
Illinois,2025-09-13,2025-09-20,1,12.933594733324238,124.00347900390625,12.933594733324238,0.0,255.97594753864928
Indiana,2025-09-13,2025-09-20,1,12.089548568457163,87.57842254638672,12.089548568457163,0.0,183.7401025822058
Iowa,2025-09-13,2025-09-20,1,0.9844102044894839,29.09083366394043,0.9844102044894839,0.0,58.00139646605811
Kansas,2025-09-13,2025-09-20,1,2.6192159850007446,35.7065315246582,2.6192159850007446,0.0,72.6027317861749
Kentucky,2025-09-13,2025-09-20,1,8.449965133919505,55.894187927246094,8.449965133919505,0.0,118.00056041643535
Louisiana,2025-09-13,2025-09-20,1,14.443148724065882,37.26902770996094,14.443148724065882,0.0,87.48910077441461
Maine,2025-09-13,2025-09-20,1,0.8742530527954163,15.943718910217285,0.8742530527954163,0.0,32.12336789645149
Maryland,2025-09-13,2025-09-20,1,3.0591165766402018,48.08771896362305,3.0591165766402018,0.0,97.30931384402516
Massachusetts,2025-09-13,2025-09-20,1,11.469257772364568,70.46196746826172,11.469257772364568,0.0,149.57217628999047
Michigan,2025-09-13,2025-09-20,1,17.02358725932671,106.52424621582031,17.02358725932671,0.0,225.80727332261168
Minnesota,2025-09-13,2025-09-20,1,8.906549662555964,81.60824584960938,8.906549662555964,0.0,168.8557723692807
Mississippi,2025-09-13,2025-09-20,1,14.786737093471515,23.431917190551758,14.786737093471515,0.0,60.71245087567793
Missouri,2025-09-13,2025-09-20,1,12.319624204475298,85.61357879638672,12.319624204475298,0.0,180.1191552329753
Montana,2025-09-13,2025-09-20,1,0.7592538097338948,8.876978874206543,0.7592538097338948,0.0,18.157812694701633
Nebraska,2025-09-13,2025-09-20,1,2.0291718557465117,16.666057586669922,2.0291718557465117,0.0,34.69404448989009
Nevada,2025-09-13,2025-09-20,1,5.232803285243957,24.316625595092773,5.232803285243957,0.0,52.892513677170655
New Hampshire,2025-09-13,2025-09-20,1,1.022444679159477,15.562739372253418,1.022444679159477,0.0,31.524853349559667
New Jersey,2025-09-13,2025-09-20,1,11.806924888106543,95.47037506103516,11.806924888106543,0.0,198.9254215982664
New Mexico,2025-09-13,2025-09-20,1,1.8374707686341785,26.160722732543945,1.8374707686341785,0.0,53.11154513395858
New York,2025-09-13,2025-09-20,1,15.476765066537137,229.18101501464844,15.476765066537137,0.0,464.66330043558145
North Carolina,2025-09-13,2025-09-20,1,1.231381523496007,116.90660858154297,1.231381523496007,0.0,230.36412389804144
North Dakota,2025-09-13,2025-09-20,1,1.985240395333938,7.067831993103027,1.985240395333938,0.0,15.837936550595819
Ohio,2025-09-13,2025-09-20,1,20.41138751310017,119.3193588256836,20.41138751310017,0.0,254.27303346985147
Oklahoma,2025-09-13,2025-09-20,1,4.449354851664916,60.2979736328125,4.449354851664916,0.0,122.63121151272323
Oregon,2025-09-13,2025-09-20,1,1.8961276904019067,40.577632904052734,1.8961276904019067,0.0,81.42682676023271
Pennsylvania,2025-09-13,2025-09-20,1,109.65651917676254,92.01702117919922,109.65651917676254,0.0,290.0065666526524
Puerto Rico,2025-09-13,2025-09-20,1,139.20976636381675,33.27858352661133,139.20976636381675,73.9849411951506,204.4345915324829
Rhode Island,2025-09-13,2025-09-20,1,-0.5033737003633839,10.248656272888184,0.0,0.0,19.58362348442796
South Carolina,2025-09-13,2025-09-20,1,12.766657493619451,40.636592864990234,12.766657493619451,0.0,92.41291596341763
South Dakota,2025-09-13,2025-09-20,1,1.1371048086139148,9.507285118103027,1.1371048086139148,0.0,19.771041230849484
Tennessee,2025-09-13,2025-09-20,1,28.974673670605576,40.650596618652344,28.974673670605576,0.0,108.64837899322987
Texas,2025-09-13,2025-09-20,1,97.59279946488292,278.5075378417969,97.59279946488292,0.0,643.457543057731
US,2025-09-13,2025-09-20,1,802.5595564369387,3480.92431640625,802.5595564369387,0.0,7625.045849502896
Utah,2025-09-13,2025-09-20,1,4.275603377908735,20.27269744873047,4.275603377908735,0.0,44.009360246897494
Vermont,2025-09-13,2025-09-20,1,0.3465440416046603,7.462579727172852,0.3465440416046603,0.0,14.972931538622193
Virginia,2025-09-13,2025-09-20,1,13.516579383833479,80.92059326171875,13.516579383833479,0.0,172.11802778441682
Washington,2025-09-13,2025-09-20,1,7.966827220835862,52.93798828125,7.966827220835862,0.0,111.7233776660893
West Virginia,2025-09-13,2025-09-20,1,5.975258674458033,27.73261070251465,5.975258674458033,0.0,60.33017684865679
Wisconsin,2025-09-13,2025-09-20,1,10.878110976325406,69.92806243896484,10.878110976325406,0.0,147.93459486536463
Wyoming,2025-09-13,2025-09-20,1,1.0150102258802214,5.617354869842529,1.0150102258802214,0.0,12.024823459152262
