location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2026-01-03,2026-01-17,2,444.0037426750016,0.44999998807907104,0.0,444.0037426750016,183.21414694423817,1073.989810932938
Alaska,2026-01-03,2026-01-17,2,55.6699357891452,0.7999910116195679,0.0,55.6699357891452,10.814059040608324,270.8355826144977
Arizona,2026-01-03,2026-01-17,2,356.74574442373836,0.44999998807907104,0.0,356.74574442373836,147.09274802005498,863.2017881656377
Arkansas,2026-01-03,2026-01-17,2,223.06425259060052,0.44999998807907104,0.0,223.06425259060052,91.75383821169483,540.2691297410307
California,2026-01-03,2026-01-17,2,1356.7274200503368,0.7219132781028748,0.0,1356.7274200503368,328.85182593827705,5587.641936156787
Colorado,2026-01-03,2026-01-17,2,622.6100864456386,0.44999998807907104,0.0,622.6100864456386,257.1501886025806,1505.4468556923193
Connecticut,2026-01-03,2026-01-17,2,446.0605654360019,0.44999998807907104,0.0,446.0605654360019,184.06559113222534,1078.9584511912856
Delaware,2026-01-03,2026-01-17,2,171.27157132504922,0.7999808192253113,0.0,171.27157132504922,34.91440759335009,825.3395187478075
District of Columbia,2026-01-03,2026-01-17,2,78.7615598731701,0.7999929785728455,0.0,78.7615598731701,15.627937400189682,381.6034630927056
Florida,2026-01-03,2026-01-17,2,1793.7298543948154,0.44999998807907104,0.0,1793.7298543948154,741.9479741795219,4334.505798791936
Georgia,2026-01-03,2026-01-17,2,1196.4252288746056,0.44999998807907104,0.0,1196.4252288746056,494.68721768648624,2891.6047063256597
Hawaii,2026-01-03,2026-01-17,2,105.40076675952766,0.799995481967926,0.0,105.40076675952766,21.18131905928998,509.38998793328676
Idaho,2026-01-03,2026-01-17,2,165.91094017877634,0.800000011920929,0.0,165.91094017877634,33.79553823165414,799.656157863911
Illinois,2026-01-03,2026-01-17,2,1285.2454384671366,0.44999998807907104,0.0,1285.2454384671366,531.4553110133913,3106.1665429136942
Indiana,2026-01-03,2026-01-17,2,797.2469832994984,0.44999998807907104,0.0,797.2469832994984,329.4430344684136,1927.3149586488203
Iowa,2026-01-03,2026-01-17,2,274.29230965272995,0.7999998331069946,0.0,274.29230965272995,56.389572141073266,1319.5509803704426
Kansas,2026-01-03,2026-01-17,2,244.44248908865313,0.7546700239181519,0.0,244.44248908865313,54.920810535119536,1076.2736459569066
Kentucky,2026-01-03,2026-01-17,2,430.7365482213286,0.44999998807907104,0.0,430.7365482213286,177.72204727349083,1041.9404201308914
Louisiana,2026-01-03,2026-01-17,2,622.7580855703138,0.44999998807907104,0.0,622.7580855703138,257.2114544524736,1505.8043752720348
Maine,2026-01-03,2026-01-17,2,216.46460020623687,0.7999742031097412,0.0,216.46460020623687,44.3366362537991,1042.1045673110684
Maryland,2026-01-03,2026-01-17,2,635.7195678381405,0.44999998807907104,0.0,635.7195678381405,262.5770012336034,1537.1152610833426
Massachusetts,2026-01-03,2026-01-17,2,1063.3249130270801,0.44999998807907104,0.0,1063.3249130270801,439.5888920084313,2570.0759872457797
Michigan,2026-01-03,2026-01-17,2,1088.0180327095393,0.44999998807907104,0.0,1088.0180327095393,449.8108778963529,2629.7268384930635
Minnesota,2026-01-03,2026-01-17,2,459.92245350558625,0.44999998807907104,0.0,459.92245350558625,189.80387070359495,1112.4444357035077
Mississippi,2026-01-03,2026-01-17,2,212.97226454105117,0.44999998807907104,0.0,212.97226454105117,87.57614982115714,515.8900441627649
Missouri,2026-01-03,2026-01-17,2,679.1287227960834,0.44999998807907104,0.0,679.1287227960834,280.5466938076001,1641.9781977420078
Montana,2026-01-03,2026-01-17,2,148.2429816680064,0.7999975681304932,0.0,148.2429816680064,30.112488744059117,714.9011855459482
Nebraska,2026-01-03,2026-01-17,2,185.1770058936848,0.800000011920929,0.0,185.1770058936848,37.81189045780918,892.0736718742578
Nevada,2026-01-03,2026-01-17,2,190.6199812690075,0.44999998807907104,0.0,190.6199812690075,78.32317866531073,461.8939212895189
New Hampshire,2026-01-03,2026-01-17,2,211.63582776662855,0.7999999523162842,0.0,211.63582776662855,43.327705127630296,1018.9940448037449
New Jersey,2026-01-03,2026-01-17,2,1637.091192433298,0.44999998807907104,0.0,1637.091192433298,677.1056937117787,3956.1158001042627
New Mexico,2026-01-03,2026-01-17,2,361.09487582700456,0.44999998807907104,0.0,361.09487582700456,148.89311834185295,873.7079288933891
New York,2026-01-03,2026-01-17,2,3385.373015982625,0.44999998807907104,0.0,3385.373015982625,1400.825999539553,8179.4176888871425
North Carolina,2026-01-03,2026-01-17,2,1534.993794252927,0.7451815605163574,0.0,1534.993794252927,355.5248179303203,6616.426942896876
North Dakota,2026-01-03,2026-01-17,2,144.08555254186837,0.800000011920929,0.0,144.08555254186837,29.245650074968363,694.9618161356793
Ohio,2026-01-03,2026-01-17,2,1909.604324908127,0.44999998807907104,0.0,1909.604324908127,789.9154735311268,4614.422265112601
Oklahoma,2026-01-03,2026-01-17,2,208.65358369597607,0.7781821489334106,0.0,208.65358369597607,44.61550049327248,962.5896719591661
Oregon,2026-01-03,2026-01-17,2,156.34761988019844,0.44999998807907104,0.0,156.34761988019844,64.1357613212391,379.10261920267726
Pennsylvania,2026-01-03,2026-01-17,2,2604.29661109896,0.44999998807907104,0.0,2604.29661109896,1077.4909130546737,6292.58147541447
Puerto Rico,2026-01-03,2026-01-17,2,316.8868430334104,0.44999998807907104,0.0,316.8868430334104,130.59272158518462,766.9151533341723
Rhode Island,2026-01-03,2026-01-17,2,190.5985265534644,0.7999998331069946,0.0,190.5985265534644,38.94211634765276,918.0798769383665
South Carolina,2026-01-03,2026-01-17,2,856.2179920418997,0.44999998807907104,0.0,856.2179920418997,353.8547259400884,2069.770465106923
South Dakota,2026-01-03,2026-01-17,2,84.57609066221227,0.44999998807907104,0.0,84.57609066221227,34.42515495577604,205.725060262104
Tennessee,2026-01-03,2026-01-17,2,817.1388421498924,0.44999998807907104,0.0,817.1388421498924,337.67748613219817,1975.3674659292067
Texas,2026-01-03,2026-01-17,2,2152.691027656381,0.44999998807907104,0.0,2152.691027656381,890.5438622073121,5201.643682750212
US,2026-01-03,2026-01-17,2,38353.350827495975,0.44999998807907104,0.0,38353.350827495975,15876.201339511588,92651.11141070617
Utah,2026-01-03,2026-01-17,2,254.44620926571847,0.44999998807907104,0.0,254.44620926571847,104.74474103780864,616.0781183803208
Vermont,2026-01-03,2026-01-17,2,36.140105517047125,0.800000011920929,0.0,36.140105517047125,6.742512025047036,177.15761000500524
Virginia,2026-01-03,2026-01-17,2,1067.6475127424426,0.44999998807907104,0.0,1067.6475127424426,441.37827924899756,2580.5180357167064
Washington,2026-01-03,2026-01-17,2,219.0972398565425,0.44999998807907104,0.0,219.0972398565425,90.11165007563878,530.6860681620003
West Virginia,2026-01-03,2026-01-17,2,106.83455204104878,0.7999916672706604,0.0,106.83455204104878,21.48038769730206,516.2637932436194
Wisconsin,2026-01-03,2026-01-17,2,1019.8684709072954,0.44999998807907104,0.0,1019.8684709072954,421.59962439866587,2465.0988195991627
Wyoming,2026-01-03,2026-01-17,2,50.77602966948905,0.7999927401542664,0.0,50.77602966948905,9.793783168842063,247.3612285333127
