location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2026-01-17,2026-01-24,1,225.53120781670285,0.44999998807907104,0.0,225.53120781670285,92.7750612014034,546.2285217141103
Alaska,2026-01-17,2026-01-24,1,29.8619814976372,0.799978494644165,0.0,29.8619814976372,5.4339973453554755,147.03579343222077
Arizona,2026-01-17,2026-01-24,1,159.6757001955317,0.44999998807907104,0.0,159.6757001955317,65.51345642233126,387.1422199652322
Arkansas,2026-01-17,2026-01-24,1,83.36040043601369,0.7999989986419678,0.0,83.36040043601369,16.58645278181355,403.6681414391908
California,2026-01-17,2026-01-24,1,1253.1843588587617,0.44999998807907104,0.0,1253.1843588587617,518.1832778510063,3028.7170057495064
Colorado,2026-01-17,2026-01-24,1,264.9911212407356,0.44999998807907104,0.0,264.9911212407356,109.10992222123643,641.5513264531052
Connecticut,2026-01-17,2026-01-24,1,265.6707357096061,0.44999998807907104,0.0,265.6707357096061,109.39125603402948,643.1930623742611
Delaware,2026-01-17,2026-01-24,1,144.0166082855303,0.800000011920929,0.0,144.0166082855303,29.231277425070793,694.631096990923
District of Columbia,2026-01-17,2026-01-24,1,45.39890284514295,0.799868643283844,0.0,45.39890284514295,8.675162940550335,221.51389443892458
Florida,2026-01-17,2026-01-24,1,1507.238882365559,0.44999998807907104,0.0,1507.238882365559,623.3519154085317,3642.433246762526
Georgia,2026-01-17,2026-01-24,1,380.69380891633597,0.44999998807907104,0.0,380.69380891633597,157.00631019584856,921.0528191847382
Hawaii,2026-01-17,2026-01-24,1,51.483940372414104,0.7999979853630066,0.0,51.483940372414104,9.941249300333727,250.7595497007001
Idaho,2026-01-17,2026-01-24,1,113.4952364322583,0.7999999523162842,0.0,113.4952364322583,22.86856030987261,548.222868723107
Illinois,2026-01-17,2026-01-24,1,726.5965284952405,0.44999998807907104,0.0,726.5965284952405,300.1965090689769,1756.6455647335818
Indiana,2026-01-17,2026-01-24,1,312.57616690436873,0.44999998807907104,0.0,312.57616690436873,128.8082702430658,756.5019085171822
Iowa,2026-01-17,2026-01-24,1,235.54115918492505,0.7999933362007141,0.0,235.54115918492505,48.31183438272756,1133.650955271423
Kansas,2026-01-17,2026-01-24,1,178.16838532509522,0.44999998807907104,0.0,178.16838532509522,73.1687048824299,431.8147613051605
Kentucky,2026-01-17,2026-01-24,1,300.9411350165523,0.7693547606468201,0.0,300.9411350165523,65.84152098041562,1362.9493488156256
Louisiana,2026-01-17,2026-01-24,1,321.13479005271495,0.44999998807907104,0.0,321.13479005271495,132.35120552898601,777.1768642485238
Maine,2026-01-17,2026-01-24,1,107.92374414912885,0.7999903559684753,0.0,107.92374414912885,21.707511134953513,521.4871175424469
Maryland,2026-01-17,2026-01-24,1,255.2235633784533,0.44999998807907104,0.0,255.2235633784533,105.06653524090957,617.9559627005808
Massachusetts,2026-01-17,2026-01-24,1,511.01973201170864,0.7523281574249268,0.0,511.01973201170864,116.19357681098576,2236.018555992792
Michigan,2026-01-17,2026-01-24,1,831.4583656199154,0.7537679672241211,0.0,831.4583656199154,189.0002030563183,3646.295736232299
Minnesota,2026-01-17,2026-01-24,1,476.0876183646502,0.44999998807907104,0.0,476.0876183646502,196.4956167927964,1151.4944162971228
Mississippi,2026-01-17,2026-01-24,1,172.37414715423674,0.44999998807907104,0.0,172.37414715423674,70.77011687186575,417.8176947673616
Missouri,2026-01-17,2026-01-24,1,267.30788542540273,0.7576818466186523,0.0,267.30788542540273,59.77059373002752,1183.604542474304
Montana,2026-01-17,2026-01-24,1,83.06436624173514,0.800000011920929,0.0,83.06436624173514,16.52470429051007,402.2488967846024
Nebraska,2026-01-17,2026-01-24,1,89.00976266357264,0.7999961972236633,0.0,89.00976266357264,17.76426764585333,430.76517877813666
Nevada,2026-01-17,2026-01-24,1,122.59899797268649,0.44999998807907104,0.0,122.59899797268649,50.16515164082486,297.57650783668964
New Hampshire,2026-01-17,2026-01-24,1,154.29954558199023,0.44999998807907104,0.0,154.29954558199023,63.28793865472641,374.15511249324413
New Jersey,2026-01-17,2026-01-24,1,877.5353432255768,0.44999998807907104,0.0,877.5353432255768,362.67927568388626,2121.2665158609684
New Mexico,2026-01-17,2026-01-24,1,141.6012426465117,0.7906032800674438,0.0,141.6012426465117,29.28032819436605,670.5618890852326
New York,2026-01-17,2026-01-24,1,1039.2026225756053,0.44999998807907104,0.0,1039.2026225756053,429.6032070990239,2511.8040808213013
North Carolina,2026-01-17,2026-01-24,1,683.9275737478634,0.44999998807907104,0.0,683.9275737478634,282.53323043554104,1653.5707201921323
North Dakota,2026-01-17,2026-01-24,1,111.08692684411652,0.7999999523162842,0.0,111.08692684411652,22.366505513178804,536.6704343861975
Ohio,2026-01-17,2026-01-24,1,1085.4860292861858,0.44999998807907104,0.0,1085.4860292861858,448.7627274967875,2623.6103104275003
Oklahoma,2026-01-17,2026-01-24,1,116.92346354467664,0.44999998807907104,0.0,116.92346354467664,47.81570233771629,283.86619240195967
Oregon,2026-01-17,2026-01-24,1,155.81715420980677,0.44999998807907104,0.0,155.81715420980677,63.91616927833403,377.82118011343977
Pennsylvania,2026-01-17,2026-01-24,1,2750.2226299415306,0.44999998807907104,0.0,2750.2226299415306,1137.8985782047741,6645.093080064803
Puerto Rico,2026-01-17,2026-01-24,1,290.89212716501476,0.44999998807907104,0.0,290.89212716501476,119.83192577711074,704.1200529409822
Rhode Island,2026-01-17,2026-01-24,1,87.8040333292391,0.79993736743927,0.0,87.8040333292391,17.515044897200784,424.9323366119885
South Carolina,2026-01-17,2026-01-24,1,392.96314421250713,0.44999998807907104,0.0,392.96314421250713,162.08533519813417,950.6916944692915
South Dakota,2026-01-17,2026-01-24,1,46.42815991727723,0.800000011920929,0.0,46.42815991727723,8.887238966427377,226.5084440435672
Tennessee,2026-01-17,2026-01-24,1,359.00036608153414,0.44999998807907104,0.0,359.00036608153414,148.0260732160999,868.6482486719469
Texas,2026-01-17,2026-01-24,1,1131.9236171271257,0.44999998807907104,0.0,1131.9236171271257,467.98607285304087,2735.7889934049413
US,2026-01-17,2026-01-24,1,20220.6716077537,0.44999998807907104,0.0,20220.6716077537,8369.981247520482,48848.23171139042
Utah,2026-01-17,2026-01-24,1,91.98698869827234,0.7999968528747559,0.0,91.98698869827234,18.38490281146109,445.0471198266954
Vermont,2026-01-17,2026-01-24,1,36.59552184527773,0.7999983429908752,0.0,36.59552184527773,6.837477251927418,179.3416096003547
Virginia,2026-01-17,2026-01-24,1,505.4084409638086,0.44999998807907104,0.0,505.4084409638086,208.63329071513016,1222.3243498900345
Washington,2026-01-17,2026-01-24,1,241.72443184489086,0.44999998807907104,0.0,241.72443184489086,99.47842268932729,585.3462844812648
West Virginia,2026-01-17,2026-01-24,1,105.99483708545445,0.7999981641769409,0.0,105.99483708545445,21.305047369061924,512.2423605081269
Wisconsin,2026-01-17,2026-01-24,1,419.15850971814103,0.44999998807907104,0.0,419.15850971814103,172.92919210932672,1013.9715016074225
Wyoming,2026-01-17,2026-01-24,1,29.685669411950105,0.800000011920929,0.0,29.685669411950105,5.3969706362194305,146.19628411737963
