location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2026-01-03,2026-01-31,4,324.74591562876077,0.44999998807907104,0.0,324.74591562876077,133.84607029911365,785.9002138026502
Alaska,2026-01-03,2026-01-31,4,50.71982802226122,0.7919899821281433,0.0,50.71982802226122,9.952518038076644,243.23065101128284
Arizona,2026-01-03,2026-01-31,4,356.9563193973383,0.44999998807907104,0.0,356.9563193973383,147.17991782428257,863.7104714178205
Arkansas,2026-01-03,2026-01-31,4,258.5615821094492,0.44999998807907104,0.0,258.5615821094492,106.44834445742977,626.0195715658765
California,2026-01-03,2026-01-31,4,1461.5317620665357,0.44999998807907104,0.0,1461.5317620665357,604.4309550486286,3532.019144819974
Colorado,2026-01-03,2026-01-31,4,610.1416094292514,0.7541521787643433,0.0,610.1416094292514,138.38189191890092,2678.6455524731437
Connecticut,2026-01-03,2026-01-31,4,582.5722819507502,0.44999998807907104,0.0,582.5722819507502,240.5761032786902,1408.728046934876
Delaware,2026-01-03,2026-01-31,4,111.03689011800084,0.800000011920929,0.0,111.03689011800084,22.35607174269715,536.4304757065048
District of Columbia,2026-01-03,2026-01-31,4,82.10889308156445,0.800000011920929,0.0,82.10889308156445,16.325519007397833,397.6655814635996
Florida,2026-01-03,2026-01-31,4,2016.5754969775091,0.44999998807907104,0.0,2016.5754969775091,834.1973555034726,4872.831148028722
Georgia,2026-01-03,2026-01-31,4,1148.7886363614134,0.44999998807907104,0.0,1148.7886363614134,474.9675312847544,2776.5296032008637
Hawaii,2026-01-03,2026-01-31,4,109.51581125493796,0.7999995350837708,0.0,109.51581125493796,22.038997476784388,529.1335073127394
Idaho,2026-01-03,2026-01-31,4,223.70001870593123,0.7872404456138611,0.0,223.70001870593123,47.02892059487094,1050.2436627992363
Illinois,2026-01-03,2026-01-31,4,1597.722641832241,0.44999998807907104,0.0,1597.722641832241,660.8086533277807,3861.0136993602687
Indiana,2026-01-03,2026-01-31,4,737.4987341136127,0.44999998807907104,0.0,737.4987341136127,304.70959584826244,1782.981882459802
Iowa,2026-01-03,2026-01-31,4,332.6289231733226,0.7999994158744812,0.0,332.6289231733226,68.55093237613939,1599.384848557069
Kansas,2026-01-03,2026-01-31,4,279.54478713977085,0.44999998807907104,0.0,279.54478713977085,115.13457076101339,676.7084297600117
Kentucky,2026-01-03,2026-01-31,4,356.8266217721223,0.7656304240226746,0.0,356.8266217721223,78.79337778106992,1603.6430770251884
Louisiana,2026-01-03,2026-01-31,4,613.7184884999637,0.44999998807907104,0.0,613.7184884999637,253.46941477203356,1483.9675370307377
Maine,2026-01-03,2026-01-31,4,231.93210378014743,0.44999998807907104,0.0,231.93210378014743,95.4247818138566,561.6910836696173
Maryland,2026-01-03,2026-01-31,4,724.8850954075258,0.44999998807907104,0.0,724.8850954075258,299.48804269876086,1752.5112778614587
Massachusetts,2026-01-03,2026-01-31,4,933.4615483800237,0.44999998807907104,0.0,933.4615483800237,385.8305375416523,2256.3667294991333
Michigan,2026-01-03,2026-01-31,4,803.0630036512014,0.44999998807907104,0.0,803.0630036512014,331.8506394500233,1941.3646441203994
Minnesota,2026-01-03,2026-01-31,4,532.3618317403735,0.44999998807907104,0.0,532.3618317403735,219.7909404447996,1287.4353089141748
Mississippi,2026-01-03,2026-01-31,4,215.32795275879315,0.44999998807907104,0.0,215.32795275879315,88.55131262066388,521.580649856517
Missouri,2026-01-03,2026-01-31,4,691.9792863767221,0.44999998807907104,0.0,691.9792863767221,285.86632458987174,1673.0211387089591
Montana,2026-01-03,2026-01-31,4,145.90082300819648,0.800000011920929,0.0,145.90082300819648,29.624075316862392,703.6694986608474
Nebraska,2026-01-03,2026-01-31,4,104.9318598516697,0.44999998807907104,0.0,104.9318598516697,42.8516473580395,254.8982297748615
Nevada,2026-01-03,2026-01-31,4,194.39191060315807,0.44999998807907104,0.0,194.39191060315807,79.88460990282721,471.0057224114529
