location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-11-08,2025-11-15,1,24.310020426077976,19.274017333984375,24.310020426077976,0.0,62.08640023808806
Alaska,2025-11-08,2025-11-15,1,1.5458841848295282,7.037820339202881,1.5458841848295282,0.0,15.339758579330642
Arizona,2025-11-08,2025-11-15,1,17.837644110044913,89.42391967773438,17.837644110044913,0.0,193.10530603480694
Arkansas,2025-11-08,2025-11-15,1,6.734366532077005,31.536466598510742,6.734366532077005,0.0,68.54470526480844
California,2025-11-08,2025-11-15,1,196.09314508572396,88.24481201171875,196.09314508572396,23.13649172024762,369.0497984512003
Colorado,2025-11-08,2025-11-15,1,25.059289432864855,15.249736785888672,25.059289432864855,0.0,54.948224306922256
Connecticut,2025-11-08,2025-11-15,1,13.94801698070123,24.50143051147461,13.94801698070123,0.0,61.96993835290226
Delaware,2025-11-08,2025-11-15,1,2.042746115734473,8.674468040466309,2.042746115734473,0.0,19.044391060092174
District of Columbia,2025-11-08,2025-11-15,1,0.7915236227873764,9.493697166442871,0.7915236227873764,0.0,19.398828149145366
Florida,2025-11-08,2025-11-15,1,273.7314211208009,47.14714050292969,273.7314211208009,181.32472376100907,366.13811848059277
Georgia,2025-11-08,2025-11-15,1,52.91844026196471,30.329689025878906,52.91844026196471,0.0,112.36353841498709
Hawaii,2025-11-08,2025-11-15,1,3.8595656889533063,10.872285842895508,3.8595656889533063,0.0,25.168854370653207
Idaho,2025-11-08,2025-11-15,1,17.44114757072495,5.314711570739746,17.44114757072495,7.024504303856746,27.857790837593154
Illinois,2025-11-08,2025-11-15,1,34.40551474188429,98.66963958740234,34.40551474188429,0.0,227.79445470074046
Indiana,2025-11-08,2025-11-15,1,24.295524968125992,51.14329147338867,24.295524968125992,0.0,124.53453430680221
Iowa,2025-11-08,2025-11-15,1,2.4865756283266873,21.971303939819336,2.4865756283266873,0.0,45.549540043755584
Kansas,2025-11-08,2025-11-15,1,6.4639028785426005,29.08319091796875,6.4639028785426005,0.0,63.46590963326374
Kentucky,2025-11-08,2025-11-15,1,19.601711561764642,32.65242004394531,19.601711561764642,0.0,83.59927885597122
Louisiana,2025-11-08,2025-11-15,1,93.78941182941891,49.65655517578125,93.78941182941891,0.0,191.11447157027618
Maine,2025-11-08,2025-11-15,1,1.997465354306552,11.783018112182617,1.997465354306552,0.0,25.09175648336762
Maryland,2025-11-08,2025-11-15,1,8.398733042649207,26.279850006103516,8.398733042649207,0.0,59.906292573726816
Massachusetts,2025-11-08,2025-11-15,1,19.82048995733645,66.06974792480469,19.82048995733645,0.0,149.3148163575936
Michigan,2025-11-08,2025-11-15,1,20.26807256620156,74.3772201538086,20.26807256620156,0.0,166.04474533787308
Minnesota,2025-11-08,2025-11-15,1,9.830508488442003,46.44681167602539,9.830508488442003,0.0,100.86458657016624
Mississippi,2025-11-08,2025-11-15,1,21.838656886644692,12.09152889251709,21.838656886644692,0.0,45.53761803400367
Missouri,2025-11-08,2025-11-15,1,21.895909581582014,76.383544921875,21.895909581582014,0.0,171.60490663995435
Montana,2025-11-08,2025-11-15,1,2.009814378033936,10.611098289489746,2.009814378033936,0.0,22.807184861848413
