location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-09-13,2025-09-27,2,15.581864178752626,29.774065017700195,15.581864178752626,0.0,73.93795928679894
Alaska,2025-09-13,2025-09-27,2,4.699176418136204,2.519622325897217,4.699176418136204,0.0,9.637545431537792
Arizona,2025-09-13,2025-09-27,2,11.27442312036982,108.76513671875,11.27442312036982,0.0,224.4501738626948
Arkansas,2025-09-13,2025-09-27,2,9.88324936850482,40.306968688964844,9.88324936850482,0.0,88.88345632485955
California,2025-09-13,2025-09-27,2,49.739615068026396,273.7514953613281,49.739615068026396,0.0,586.2826866902132
Colorado,2025-09-13,2025-09-27,2,3.576438566466006,58.40371322631836,3.576438566466006,0.0,118.0456130534556
Connecticut,2025-09-13,2025-09-27,2,-1.2017659011291726,44.60684585571289,0.0,0.0,86.22604543999786
Delaware,2025-09-13,2025-09-27,2,0.6454756087115683,8.033946990966797,0.6454756087115683,0.0,16.39172236471043
District of Columbia,2025-09-13,2025-09-27,2,1.08970577460298,11.564115524291992,1.08970577460298,0.0,23.75495571527581
Florida,2025-09-13,2025-09-27,2,147.61186449504254,59.248069763183594,147.61186449504254,31.487781605686095,263.73594738439897
Georgia,2025-09-13,2025-09-27,2,12.692964769344215,91.76892852783203,12.692964769344215,0.0,192.5567595837253
Hawaii,2025-09-13,2025-09-27,2,6.235447685461636,10.601564407348633,6.235447685461636,0.0,27.01413210364668
Idaho,2025-09-13,2025-09-27,2,2.7997213419573312,19.30235481262207,2.7997213419573312,0.0,40.63164159150997
Illinois,2025-09-13,2025-09-27,2,19.469111854832512,116.4361801147461,19.469111854832512,0.0,247.67983137715368
Indiana,2025-09-13,2025-09-27,2,20.090364636499668,96.12904357910156,20.090364636499668,0.0,208.49982791982006
Iowa,2025-09-13,2025-09-27,2,2.4445234741335895,29.99126434326172,2.4445234741335895,0.0,61.226321437746876
Kansas,2025-09-13,2025-09-27,2,1.9168067669327586,29.778303146362305,1.9168067669327586,0.0,60.28120845451865
Kentucky,2025-09-13,2025-09-27,2,7.583126278462636,73.02616119384766,7.583126278462636,0.0,150.71177214762056
Louisiana,2025-09-13,2025-09-27,2,15.638646864142816,49.64658737182617,15.638646864142816,0.0,112.94417006824317
Maine,2025-09-13,2025-09-27,2,-0.2990580200056648,13.486888885498047,0.0,0.0,26.134758459064056
Maryland,2025-09-13,2025-09-27,2,4.313324289824453,60.437294006347656,4.313324289824453,0.0,122.76824386532432
Massachusetts,2025-09-13,2025-09-27,2,25.53152954208596,71.85054016113281,25.53152954208596,0.0,166.356000527655
Michigan,2025-09-13,2025-09-27,2,19.495164791197602,122.38447570800781,19.495164791197602,0.0,259.36432944571004
