location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-09-20,2025-10-18,4,40.67721777857145,37.67145538330078,40.67721777857145,0.0,114.51191357504851
Alaska,2025-09-20,2025-10-18,4,1.7878013638015915,9.322624206542969,1.7878013638015915,0.0,20.05980905002711
Arizona,2025-09-20,2025-10-18,4,2.62545157431445,112.75123596191406,2.62545157431445,0.0,223.61381327204336
Arkansas,2025-09-20,2025-10-18,4,21.518505824056035,38.18844985961914,21.518505824056035,0.0,96.36649217432323
California,2025-09-20,2025-10-18,4,86.65185771339908,266.66259765625,86.65185771339908,0.0,609.3009451435441
Colorado,2025-09-20,2025-10-18,4,-1.8745360154645965,34.25183868408203,0.0,0.0,65.25783420961199
Connecticut,2025-09-20,2025-10-18,4,36.91182349472362,32.001007080078125,36.91182349472362,0.0,99.63264484068802
Delaware,2025-09-20,2025-10-18,4,-1.8594489698411454,6.363268852233887,0.0,0.0,10.6123288044828
District of Columbia,2025-09-20,2025-10-18,4,1.7223773248975132,9.706618309020996,1.7223773248975132,0.0,20.74699962225575
Florida,2025-09-20,2025-10-18,4,181.7420534926478,51.87221908569336,181.7420534926478,80.07437228651759,283.40973469877804
Georgia,2025-09-20,2025-10-18,4,6.0442141612877185,64.93282318115234,6.0442141612877185,0.0,133.31020901085387
Hawaii,2025-09-20,2025-10-18,4,4.79435041074866,14.119715690612793,4.79435041074866,0.0,32.46848463629483
Idaho,2025-09-20,2025-10-18,4,0.6251535073242314,12.044791221618652,0.6251535073242314,0.0,24.23251050300099
Illinois,2025-09-20,2025-10-18,4,0.27956785679458135,123.23212432861328,0.27956785679458135,0.0,241.8100932792388
Indiana,2025-09-20,2025-10-18,4,13.912986792598694,79.78590393066406,13.912986792598694,0.0,170.290484970673
Iowa,2025-09-20,2025-10-18,4,6.393720466422569,26.185352325439453,6.393720466422569,0.0,57.71606794677605
Kansas,2025-09-20,2025-10-18,4,8.52755622643534,29.80850601196289,8.52755622643534,0.0,66.95115444282828
Kentucky,2025-09-20,2025-10-18,4,10.46154924888426,51.386409759521484,10.46154924888426,0.0,111.17706167236392
Louisiana,2025-09-20,2025-10-18,4,21.780012928428203,33.950531005859375,21.780012928428203,0.0,88.32183095592299
Maine,2025-09-20,2025-10-18,4,4.292982163236116,9.882538795471191,4.292982163236116,0.0,23.662402278179496
Maryland,2025-09-20,2025-10-18,4,7.1682790348382746,47.15148162841797,7.1682790348382746,0.0,99.58348484423952
Massachusetts,2025-09-20,2025-10-18,4,6.716515276127203,62.28600311279297,6.716515276127203,0.0,128.79483811815112
Michigan,2025-09-20,2025-10-18,4,-0.3567217763053718,68.75843048095703,0.0,0.0,134.40732559987148
Minnesota,2025-09-20,2025-10-18,4,4.19284945536029,57.14112854003906,4.19284945536029,0.0,116.18740342981066
Mississippi,2025-09-20,2025-10-18,4,30.675370226602773,24.922203063964844,30.675370226602773,0.0,79.52199064736766
Missouri,2025-09-20,2025-10-18,4,30.376983505590932,100.6396713256836,30.376983505590932,0.0,227.6271147198792
Montana,2025-09-20,2025-10-18,4,0.153326049061642,9.458134651184082,0.153326049061642,0.0,18.69092932631275
Nebraska,2025-09-20,2025-10-18,4,3.8381337018861936,16.866491317749023,3.8381337018861936,0.0,36.895849230231796
Nevada,2025-09-20,2025-10-18,4,13.091713792311014,26.696853637695312,13.091713792311014,0.0,65.41658542273096
New Hampshire,2025-09-20,2025-10-18,4,-0.04010606289102965,15.196550369262695,0.0,0.0,29.74458535011271
New Jersey,2025-09-20,2025-10-18,4,4.844016630828188,107.39971923828125,4.844016630828188,0.0,215.343598287573
New Mexico,2025-09-20,2025-10-18,4,4.615851932941034,21.033180236816406,4.615851932941034,0.0,45.84012767744083
New York,2025-09-20,2025-10-18,4,10.040257396034638,195.77285766601562,10.040257396034638,0.0,393.7480075719115
North Carolina,2025-09-20,2025-10-18,4,4.428324304610322,50.04557418823242,4.428324304610322,0.0,102.51584729917323
North Dakota,2025-09-20,2025-10-18,4,1.2818812613456319,4.823878288269043,1.2818812613456319,0.0,10.736508972157681
Ohio,2025-09-20,2025-10-18,4,-0.05908689542469914,83.9112319946289,0.0,0.0,164.40390571243302
Oklahoma,2025-09-20,2025-10-18,4,11.642405939446713,40.19562911987305,11.642405939446713,0.0,90.42439135032733
Oregon,2025-09-20,2025-10-18,4,0.8139160587329426,31.46904182434082,0.8139160587329426,0.0,62.49210466242559
Pennsylvania,2025-09-20,2025-10-18,4,108.80976591949809,109.04342651367188,108.80976591949809,0.0,322.530954637135
Puerto Rico,2025-09-20,2025-10-18,4,103.21020867940621,32.478858947753906,103.21020867940621,39.55281488285206,166.86760247596033
Rhode Island,2025-09-20,2025-10-18,4,3.1473392905618254,12.914828300476074,3.1473392905618254,0.0,28.459937626013566
South Carolina,2025-09-20,2025-10-18,4,18.357804892664404,42.11215591430664,18.357804892664404,0.0,100.89611379604085
South Dakota,2025-09-20,2025-10-18,4,4.6142586611982885,7.980432510375977,4.6142586611982885,0.0,20.255618962587775
Tennessee,2025-09-20,2025-10-18,4,57.026613914760134,26.22177505493164,57.026613914760134,5.632879196383307,108.42034863313694
Texas,2025-09-20,2025-10-18,4,165.31662842894866,181.55715942382812,165.31662842894866,0.0,521.1621220350487
US,2025-09-20,2025-10-18,4,783.9001002342845,3379.0341796875,783.9001002342845,0.0,7406.68539495163
Utah,2025-09-20,2025-10-18,4,1.6817053101856405,28.607147216796875,1.6817053101856405,0.0,57.750683555542764
Vermont,2025-09-20,2025-10-18,4,-1.8006120896854148,7.08377742767334,0.0,0.0,12.08333654305212
Virginia,2025-09-20,2025-10-18,4,17.679002433710405,51.05545425415039,17.679002433710405,0.0,117.74585398617747
Washington,2025-09-20,2025-10-18,4,17.723364524958473,45.28654479980469,17.723364524958473,0.0,106.48336131683533
West Virginia,2025-09-20,2025-10-18,4,9.616295793051325,25.639625549316406,9.616295793051325,0.0,59.86903844680448
Wisconsin,2025-09-20,2025-10-18,4,16.591218859454067,44.99808120727539,16.591218859454067,0.0,104.78583739912247
Wyoming,2025-09-20,2025-10-18,4,1.167119554697654,5.84633207321167,1.167119554697654,0.0,12.625719859853914
