location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-09-13,2025-10-11,4,20.953203211709344,39.49147415161133,20.953203211709344,0.0,98.35507024526203
Alaska,2025-09-13,2025-10-11,4,6.572413247400756,5.036306381225586,6.572413247400756,0.0,16.443392369712157
Arizona,2025-09-13,2025-10-11,4,65.55316421942402,110.62427520751953,65.55316421942402,0.0,282.3727594420095
Arkansas,2025-09-13,2025-10-11,4,6.759896286934802,43.48526382446289,6.759896286934802,0.0,91.98944724110456
California,2025-09-13,2025-10-11,4,28.00024999706086,322.1292724609375,28.00024999706086,0.0,659.3620223865887
Colorado,2025-09-13,2025-10-11,4,15.650424629265451,45.158531188964844,15.650424629265451,0.0,104.1595193543653
Connecticut,2025-09-13,2025-10-11,4,7.497227031372161,35.90683364868164,7.497227031372161,0.0,77.87332778165911
Delaware,2025-09-13,2025-10-11,4,-2.383052888858348,9.583428382873535,0.0,0.0,16.40012158999271
District of Columbia,2025-09-13,2025-10-11,4,-1.8267938417514014,8.524772644042969,0.0,0.0,14.881453516965108
Florida,2025-09-13,2025-10-11,4,247.95338863221616,98.27385711669922,247.95338863221616,55.34016806165036,440.56660920278193
Georgia,2025-09-13,2025-10-11,4,-3.7619026991868973,72.56398010253906,0.0,0.0,138.46088487667078
Hawaii,2025-09-13,2025-10-11,4,9.33310642663359,8.408461570739746,9.33310642663359,0.0,25.813388270672583
Idaho,2025-09-13,2025-10-11,4,2.235827766258327,16.330093383789062,2.235827766258327,0.0,34.24222266266071
Illinois,2025-09-13,2025-10-11,4,14.97971260738462,136.72793579101562,14.97971260738462,0.0,282.9615424382803
Indiana,2025-09-13,2025-10-11,4,18.897500816421207,90.63506317138672,18.897500816421207,0.0,196.53896036885183
Iowa,2025-09-13,2025-10-11,4,7.214289671778987,28.190217971801758,7.214289671778987,0.0,62.4661016128442
Kansas,2025-09-13,2025-10-11,4,5.479721417006008,29.92331886291504,5.479721417006008,0.0,64.12834868622753
Kentucky,2025-09-13,2025-10-11,4,13.929846762066726,70.82799530029297,13.929846762066726,0.0,152.75016664781316
Louisiana,2025-09-13,2025-10-11,4,18.204764676758217,30.146989822387695,18.204764676758217,0.0,77.29177897093366
Maine,2025-09-13,2025-10-11,4,2.8024465107794194,15.500487327575684,2.8024465107794194,0.0,33.18284341564727
Maryland,2025-09-13,2025-10-11,4,16.295750432867386,45.48820877075195,16.295750432867386,0.0,105.45100134478022
Massachusetts,2025-09-13,2025-10-11,4,36.161845167779674,77.88751220703125,36.161845167779674,0.0,188.81856393898477
Michigan,2025-09-13,2025-10-11,4,6.586091747579485,81.90335845947266,6.586091747579485,0.0,167.11372454101985
Minnesota,2025-09-13,2025-10-11,4,7.992364907391876,48.44643783569336,7.992364907391876,0.0,102.94563824460947
Mississippi,2025-09-13,2025-10-11,4,30.331209927831537,16.200511932373047,30.331209927831537,0.0,62.0836298463941
Missouri,2025-09-13,2025-10-11,4,14.842476555969439,71.6337890625,14.842476555969439,0.0,155.24212319460867
Montana,2025-09-13,2025-10-11,4,0.40381746812987934,8.510537147521973,0.40381746812987934,0.0,17.08416376636319
Nebraska,2025-09-13,2025-10-11,4,10.760832229330449,15.602450370788574,10.760832229330449,0.0,41.34107302664967
