location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2026-01-17,2026-01-31,2,276.790177854699,0.44999998807907104,0.0,276.790177854699,113.99427024002476,670.054155580758
Alaska,2026-01-17,2026-01-31,2,30.589966085094435,0.800000011920929,0.0,30.589966085094435,5.585487275269267,150.53411062002442
Arizona,2026-01-17,2026-01-31,2,133.13912303562654,0.44999998807907104,0.0,133.13912303562654,54.52835122985195,323.0381522276098
Arkansas,2026-01-17,2026-01-31,2,139.54513201727596,0.44999998807907104,0.0,139.54513201727596,57.180188431889874,338.5130656353547
California,2026-01-17,2026-01-31,2,1387.3763872295544,0.721855878829956,0.0,1387.3763872295544,336.3357590882554,5713.155528089996
Colorado,2026-01-17,2026-01-31,2,331.8446054321439,0.44999998807907104,0.0,331.8446054321439,136.7846502730511,803.0484273519094
Connecticut,2026-01-17,2026-01-31,2,304.1066817144369,0.44999998807907104,0.0,304.1066817144369,125.30223458605876,736.0422822041661
Delaware,2026-01-17,2026-01-31,2,135.8658531050705,0.7999987006187439,0.0,135.8658531050705,27.53218164672509,655.5309999114216
District of Columbia,2026-01-17,2026-01-31,2,42.07807851468428,0.800000011920929,0.0,42.07807851468428,7.980387542592565,205.64151070495677
Florida,2026-01-17,2026-01-31,2,1869.1198941657656,0.44999998807907104,0.0,1869.1198941657656,773.1565024067563,4516.624547080278
Georgia,2026-01-17,2026-01-31,2,270.6510606286271,0.44999998807907104,0.0,270.6510606286271,111.45291578760289,655.2239691502363
Hawaii,2026-01-17,2026-01-31,2,52.96369642965545,0.7999889254570007,0.0,52.96369642965545,10.24993161776199,257.8531762943573
Idaho,2026-01-17,2026-01-31,2,116.39045510989922,0.7999996542930603,0.0,116.39045510989922,23.472134226366194,562.1106311954672
Illinois,2026-01-17,2026-01-31,2,1000.2944662919077,0.44999998807907104,0.0,1000.2944662919077,413.4967519580185,2417.8141487013195
Indiana,2026-01-17,2026-01-31,2,312.31832372336635,0.44999998807907104,0.0,312.31832372336635,128.7015332494661,755.8790400650431
Iowa,2026-01-17,2026-01-31,2,264.52325850116614,0.7999996542930603,0.0,264.52325850116614,54.353059294125806,1272.6893263740333
Kansas,2026-01-17,2026-01-31,2,221.05676266000918,0.7625131011009216,0.0,221.05676266000918,48.82091226813498,988.729083595713
Kentucky,2026-01-17,2026-01-31,2,350.4833851609889,0.44999998807907104,0.0,350.4833851609889,144.50037618400899,848.0738875340835
Louisiana,2026-01-17,2026-01-31,2,300.98697086962454,0.44999998807907104,0.0,300.98697086962454,124.01079629716887,728.5060368884057
Maine,2026-01-17,2026-01-31,2,111.74895706815359,0.7999841570854187,0.0,111.74895706815359,22.50524510728112,539.8293877360375
