location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2025-12-13,2025-12-27,2,226.3345173933965,0.44999998807907104,0.0,226.3345173933965,93.10759995155688,548.1690663144312
Alaska,2025-12-13,2025-12-27,2,10.631882133194484,0.7999993562698364,0.0,10.631882133194484,1.424874721498559,54.79697819478027
Arizona,2025-12-13,2025-12-27,2,107.81360961882118,0.44999998807907104,0.0,107.81360961882118,44.04457906659429,261.85963557950583
Arkansas,2025-12-13,2025-12-27,2,139.01143082241722,0.44999998807907104,0.0,139.01143082241722,56.95925700838536,337.2238105313254
California,2025-12-13,2025-12-27,2,936.0847425270533,0.44999998807907104,0.0,936.0847425270533,386.91643733467293,2262.7035458216315
Colorado,2025-12-13,2025-12-27,2,260.3624892372558,0.44999998807907104,0.0,260.3624892372558,107.19384958123044,630.3699997245054
Connecticut,2025-12-13,2025-12-27,2,140.17579132230745,0.7616487145423889,0.0,140.17579132230745,30.728071059679085,627.1694218974457
Delaware,2025-12-13,2025-12-27,2,32.343244257273064,0.7999997735023499,0.0,32.343244257273064,5.950992374909351,158.94434717167576
District of Columbia,2025-12-13,2025-12-27,2,25.244102108213323,0.7988744378089905,0.0,25.244102108213323,4.483130274907252,124.61308247923708
Florida,2025-12-13,2025-12-27,2,1021.9936691427587,0.44999998807907104,0.0,1021.9936691427587,422.47937335915765,2470.23263361071
Georgia,2025-12-13,2025-12-27,2,749.5087640880396,0.44999998807907104,0.0,749.5087640880396,309.68127858786033,1811.9943572176537
Hawaii,2025-12-13,2025-12-27,2,46.915032818449816,0.7999933958053589,0.0,46.915032818449816,8.988865764001966,228.8409473342754
Idaho,2025-12-13,2025-12-27,2,49.74237650765929,0.7999983429908752,0.0,49.74237650765929,9.578180646732235,242.405634639114
Illinois,2025-12-13,2025-12-27,2,332.9264717779657,0.44999998807907104,0.0,332.9264717779657,137.23250063225314,805.6618779524788
Indiana,2025-12-13,2025-12-27,2,281.41633187030146,0.44999998807907104,0.0,281.41633187030146,115.90931708995485,681.229496265951
Iowa,2025-12-13,2025-12-27,2,75.92540580330474,0.7999933362007141,0.0,75.92540580330474,15.036671519949264,367.99914365907205
Kansas,2025-12-13,2025-12-27,2,65.0668482270185,0.44999998807907104,0.0,65.0668482270185,26.349091525108985,158.59683452902203
Kentucky,2025-12-13,2025-12-27,2,185.6943628765357,0.44999998807907104,0.0,185.6943628765357,76.28416527434985,449.99516836528085
Louisiana,2025-12-13,2025-12-27,2,185.78244019478635,0.7999999523162842,0.0,185.78244019478635,37.938108497222636,894.977778879716
Maine,2025-12-13,2025-12-27,2,50.10371363838451,0.799997091293335,0.0,50.10371363838451,9.653534146386603,244.13832797164184
Maryland,2025-12-13,2025-12-27,2,186.78651931856393,0.44999998807907104,0.0,186.78651931856393,76.73627533097203,452.6334766187522
Massachusetts,2025-12-13,2025-12-27,2,214.3691099167218,0.44999998807907104,0.0,214.3691099167218,88.15438918100023,519.264385549802
Michigan,2025-12-13,2025-12-27,2,260.2216835181976,0.7498791813850403,0.0,260.2216835181976,59.077369348485206,1134.814844759043
Minnesota,2025-12-13,2025-12-27,2,208.33117223387427,0.44999998807907104,0.0,208.33117223387427,85.65491910269898,504.67861723897346
Mississippi,2025-12-13,2025-12-27,2,148.73494932480097,0.44999998807907104,0.0,148.73494932480097,60.98441341593789,360.71278896923104
Missouri,2025-12-13,2025-12-27,2,222.42758539030766,0.7449575066566467,0.0,222.42758539030766,50.88332646118791,961.1566179008689
Montana,2025-12-13,2025-12-27,2,47.818644817892775,0.800000011920929,0.0,47.818644817892775,9.177110142445462,233.17846996818415
Nebraska,2025-12-13,2025-12-27,2,50.84388940227612,0.7999964356422424,0.0,50.84388940227612,9.807851650438243,247.68854193112927
Nevada,2025-12-13,2025-12-27,2,125.87329884383625,0.44999998807907104,0.0,125.87329884383625,51.520584155149,305.4861942884404
New Hampshire,2025-12-13,2025-12-27,2,42.64302022778361,0.7999799251556396,0.0,42.64302022778361,8.098517832394341,208.34324135972903
New Jersey,2025-12-13,2025-12-27,2,570.4444061784383,0.44999998807907104,0.0,570.4444061784383,235.55563698730046,1379.4308936005561
New Mexico,2025-12-13,2025-12-27,2,87.60345501343012,0.800000011920929,0.0,87.60345501343012,17.470957644084237,424.0224807824872
New York,2025-12-13,2025-12-27,2,2049.9254585489443,0.44999998807907104,0.0,2049.9254585489443,848.0029353949475,4953.394220754343
North Carolina,2025-12-13,2025-12-27,2,410.4828585149828,0.44999998807907104,0.0,410.4828585149828,169.3378117852679,993.0138427110245
