location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-09-20,2025-10-04,2,18.035350926497713,24.343900680541992,18.035350926497713,0.0,65.74851950358013
Alaska,2025-09-20,2025-10-04,2,1.9864103760524356,6.674587249755859,1.9864103760524356,0.0,15.06836099724417
Arizona,2025-09-20,2025-10-04,2,13.391414030144901,78.72975158691406,13.391414030144901,0.0,167.69889165228165
Arkansas,2025-09-20,2025-10-04,2,3.199356978772005,32.112274169921875,3.199356978772005,0.0,66.13825781349475
California,2025-09-20,2025-10-04,2,61.23947026499267,235.38998413085938,61.23947026499267,0.0,522.5953614829319
Colorado,2025-09-20,2025-10-04,2,4.554389193669532,40.05751037597656,4.554389193669532,0.0,83.06566684092311
Connecticut,2025-09-20,2025-10-04,2,5.816145120336467,30.748821258544922,5.816145120336467,0.0,66.0827273541441
Delaware,2025-09-20,2025-10-04,2,1.5551776580022836,6.854368686676025,1.5551776580022836,0.0,14.989493420646404
District of Columbia,2025-09-20,2025-10-04,2,-0.16756837318260195,10.701480865478516,0.0,0.0,20.80694870439982
Florida,2025-09-20,2025-10-04,2,135.71682644839416,33.625736236572266,135.71682644839416,69.81159447106909,201.62205842571922
Georgia,2025-09-20,2025-10-04,2,12.864360668535863,65.21310424804688,12.864360668535863,0.0,140.67969631476373
Hawaii,2025-09-20,2025-10-04,2,1.689481517847278,12.841973304748535,1.689481517847278,0.0,26.85928668557922
Idaho,2025-09-20,2025-10-04,2,0.9319798199017957,15.208841323852539,0.9319798199017957,0.0,30.740761061237247
Illinois,2025-09-20,2025-10-04,2,15.532629251541776,116.77317810058594,15.532629251541776,0.0,244.40385268897157
Indiana,2025-09-20,2025-10-04,2,10.467978784986455,78.35187530517578,10.467978784986455,0.0,164.03483250430423
Iowa,2025-09-20,2025-10-04,2,1.3340674738531604,21.935869216918945,1.3340674738531604,0.0,44.32758110859513
Kansas,2025-09-20,2025-10-04,2,4.837667608540345,29.88825225830078,4.837667608540345,0.0,63.41756559565781
Kentucky,2025-09-20,2025-10-04,2,4.491675973856088,59.62214279174805,4.491675973856088,0.0,121.34892852678665
Louisiana,2025-09-20,2025-10-04,2,27.030461687442404,24.933490753173828,27.030461687442404,0.0,75.89920557252557
Maine,2025-09-20,2025-10-04,2,1.6415419621539733,11.705178260803223,1.6415419621539733,0.0,24.583269785949476
Maryland,2025-09-20,2025-10-04,2,5.851655762423313,54.70564651489258,5.851655762423313,0.0,113.0727526825919
Massachusetts,2025-09-20,2025-10-04,2,3.9298430337627304,63.2774543762207,3.9298430337627304,0.0,127.95137464453174
Michigan,2025-09-20,2025-10-04,2,11.356725571385615,94.99850463867188,11.356725571385615,0.0,197.55037324834376
Minnesota,2025-09-20,2025-10-04,2,3.3241577699316327,71.1529312133789,3.3241577699316327,0.0,142.78134034261015
Mississippi,2025-09-20,2025-10-04,2,15.863618872449168,15.153275489807129,15.863618872449168,0.0,45.56349308028469
Missouri,2025-09-20,2025-10-04,2,16.45976336467281,77.85847473144531,16.45976336467281,0.0,169.05956972952748
Montana,2025-09-20,2025-10-04,2,0.9009341823353981,11.340109825134277,0.9009341823353981,0.0,23.127141020327393
Nebraska,2025-09-20,2025-10-04,2,1.3937259377232691,13.974920272827148,1.3937259377232691,0.0,28.784066359283145
Nevada,2025-09-20,2025-10-04,2,5.829592499302637,18.64061164855957,5.829592499302637,0.0,42.364519980277194
New Hampshire,2025-09-20,2025-10-04,2,2.629335736899168,13.652910232543945,2.629335736899168,0.0,29.388548076843676
New Jersey,2025-09-20,2025-10-04,2,10.107228534760006,83.49932098388672,10.107228534760006,0.0,173.76289039672756
New Mexico,2025-09-20,2025-10-04,2,0.6987817456826784,21.411623001098633,0.6987817456826784,0.0,42.66479167838543
New York,2025-09-20,2025-10-04,2,11.004617134295199,183.10366821289062,11.004617134295199,0.0,369.8812122687323
North Carolina,2025-09-20,2025-10-04,2,20.497315923761477,65.56118774414062,20.497315923761477,0.0,148.9948826859459
