location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-09-20,2025-09-27,1,14.743127688250711,30.427583694458008,14.743127688250711,0.0,74.38009586596661
Alaska,2025-09-20,2025-09-27,1,0.44678234851204557,10.654150009155273,0.44678234851204557,0.0,21.32853265234347
Arizona,2025-09-20,2025-09-27,1,10.863432145363467,110.2761459350586,10.863432145363467,0.0,227.0007065319614
Arkansas,2025-09-20,2025-09-27,1,4.9105719130020224,35.951942443847656,4.9105719130020224,0.0,75.37508427720036
California,2025-09-20,2025-09-27,1,67.74290307054083,242.60267639160156,67.74290307054083,0.0,543.2354113511055
Colorado,2025-09-20,2025-09-27,1,7.371797446100755,46.564823150634766,7.371797446100755,0.0,98.63717376782182
Connecticut,2025-09-20,2025-09-27,1,5.3609974153794315,33.28656768798828,5.3609974153794315,0.0,70.60147125279116
Delaware,2025-09-20,2025-09-27,1,1.4058669689814949,6.025805473327637,1.4058669689814949,0.0,13.216228674547997
District of Columbia,2025-09-20,2025-09-27,1,0.46921864760463233,10.366962432861328,0.46921864760463233,0.0,20.78809164509257
Florida,2025-09-20,2025-09-27,1,123.83581229957123,37.91941452026367,123.83581229957123,49.51512552500924,198.1564990741332
Georgia,2025-09-20,2025-09-27,1,15.558583432843701,85.35823822021484,15.558583432843701,0.0,182.85765612825512
Hawaii,2025-09-20,2025-09-27,1,3.890294329526234,14.256294250488281,3.890294329526234,0.0,31.83211761348871
Idaho,2025-09-20,2025-09-27,1,0.30258046719781767,18.237125396728516,0.30258046719781767,0.0,36.04668942632646
Illinois,2025-09-20,2025-09-27,1,12.729617871820048,129.36557006835938,12.729617871820048,0.0,266.28147604529727
Indiana,2025-09-20,2025-09-27,1,10.854249763535979,74.22289276123047,10.854249763535979,0.0,156.3284464039264
Iowa,2025-09-20,2025-09-27,1,0.7785794931409561,23.938962936401367,0.7785794931409561,0.0,47.69808467572685
Kansas,2025-09-20,2025-09-27,1,3.731982586763896,25.58072853088379,3.731982586763896,0.0,53.86928920559233
Kentucky,2025-09-20,2025-09-27,1,2.024359948679092,55.77092361450195,2.024359948679092,0.0,111.33336161763734
Louisiana,2025-09-20,2025-09-27,1,18.064447740478425,33.04660415649414,18.064447740478425,0.0,82.8346016985586
Maine,2025-09-20,2025-09-27,1,1.0179192832540729,13.631063461303711,1.0179192832540729,0.0,27.734312738389235
Maryland,2025-09-20,2025-09-27,1,0.29761023242526,56.716026306152344,0.29761023242526,0.0,111.45897913871013
Massachusetts,2025-09-20,2025-09-27,1,5.90726187514347,62.671485900878906,5.90726187514347,0.0,128.7411170984759
Michigan,2025-09-20,2025-09-27,1,16.578447971073548,93.28508758544922,16.578447971073548,0.0,199.41385993321853
Minnesota,2025-09-20,2025-09-27,1,7.094116905327982,76.88643646240234,7.094116905327982,0.0,157.78876327126378
Mississippi,2025-09-20,2025-09-27,1,16.715974867866176,17.046234130859375,16.715974867866176,0.0,50.125979836387984
Missouri,2025-09-20,2025-09-27,1,15.742778460219911,78.04320526123047,15.742778460219911,0.0,168.70465001029848
Montana,2025-09-20,2025-09-27,1,0.7892375604329726,8.999070167541504,0.7892375604329726,0.0,18.42709098316315
Nebraska,2025-09-20,2025-09-27,1,2.2006382390127803,13.059524536132812,2.2006382390127803,0.0,27.796835985050247
Nevada,2025-09-20,2025-09-27,1,6.888782059432801,21.009347915649414,6.888782059432801,0.0,48.0663473127773
New Hampshire,2025-09-20,2025-09-27,1,2.226640120773439,14.25457763671875,2.226640120773439,0.0,30.165098903572268
New Jersey,2025-09-20,2025-09-27,1,10.327560871379225,83.84991455078125,10.327560871379225,0.0,174.6703734976715
New Mexico,2025-09-20,2025-09-27,1,1.7593529087419035,20.276338577270508,1.7593529087419035,0.0,41.500246258532215
New York,2025-09-20,2025-09-27,1,21.85912726154021,196.09024047851562,21.85912726154021,0.0,406.1889363192291
North Carolina,2025-09-20,2025-09-27,1,14.817347324645455,80.22489166259766,14.817347324645455,0.0,172.05524564696452
North Dakota,2025-09-20,2025-09-27,1,1.4284165652583296,3.6444246768951416,1.4284165652583296,0.0,8.571357676341831
Ohio,2025-09-20,2025-09-27,1,10.325963627526047,119.76666259765625,10.325963627526047,0.0,245.06430886749266
Oklahoma,2025-09-20,2025-09-27,1,9.04536072100106,51.331844329833984,9.04536072100106,0.0,109.65392686749226
Oregon,2025-09-20,2025-09-27,1,0.5772847744763809,39.528076171875,0.5772847744763809,0.0,78.05089044950728
Pennsylvania,2025-09-20,2025-09-27,1,109.24572196611031,85.79408264160156,109.24572196611031,0.0,277.3990340303024
Puerto Rico,2025-09-20,2025-09-27,1,70.8355519573079,17.346603393554688,70.8355519573079,36.83683405184042,104.83426986277536
Rhode Island,2025-09-20,2025-09-27,1,-0.09771378753780581,10.06851577758789,0.0,0.0,19.636214514307756
South Carolina,2025-09-20,2025-09-27,1,8.259718232524317,46.674259185791016,8.259718232524317,0.0,99.7395852417625
South Dakota,2025-09-20,2025-09-27,1,1.8050019139163962,9.474255561828613,1.8050019139163962,0.0,20.374201595428772
Tennessee,2025-09-20,2025-09-27,1,36.51120994435786,34.66886901855469,36.51120994435786,0.0,104.46094460546153
Texas,2025-09-20,2025-09-27,1,85.4106132702448,201.2600555419922,85.4106132702448,0.0,479.87307365908043
US,2025-09-20,2025-09-27,1,788.6156009619364,3099.215087890625,788.6156009619364,0.0,6862.9655535707
Utah,2025-09-20,2025-09-27,1,2.1916155299884355,19.686185836791992,2.1916155299884355,0.0,40.77583076306324
Vermont,2025-09-20,2025-09-27,1,0.3998067478797186,7.990732669830322,0.3998067478797186,0.0,16.06135499083474
Virginia,2025-09-20,2025-09-27,1,15.896863833410688,67.3761978149414,15.896863833410688,0.0,147.95178496594212
Washington,2025-09-20,2025-09-27,1,6.559985162932405,46.55611801147461,6.559985162932405,0.0,97.80829972541916
West Virginia,2025-09-20,2025-09-27,1,-1.3971927692999873,24.895509719848633,0.0,0.0,47.397109658370184
Wisconsin,2025-09-20,2025-09-27,1,13.083065923239728,63.03586959838867,13.083065923239728,0.0,136.63110007024483
Wyoming,2025-09-20,2025-09-27,1,0.7368603363883311,5.119760036468506,0.7368603363883311,0.0,10.771405617354075
