location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-11-08,2025-11-22,2,22.629581137658345,18.06692886352539,22.629581137658345,0.0,58.040111021415285
Alaska,2025-11-08,2025-11-22,2,1.594971245223048,7.256276607513428,1.594971245223048,0.0,15.817012057809851
Arizona,2025-11-08,2025-11-22,2,42.13180726162795,86.29883575439453,42.13180726162795,0.0,211.27441724797873
Arkansas,2025-11-08,2025-11-22,2,10.498866386769954,33.10076904296875,10.498866386769954,0.0,75.37518157156705
California,2025-11-08,2025-11-22,2,189.52065701238547,176.45301818847656,189.52065701238547,0.0,535.3622176251906
Colorado,2025-11-08,2025-11-22,2,40.253255204940736,8.091863632202148,40.253255204940736,24.393493918015054,56.11301649186641
Connecticut,2025-11-08,2025-11-22,2,28.692833576907933,25.518844604492188,28.692833576907933,0.0,78.7088499287869
Delaware,2025-11-08,2025-11-22,2,-0.11834257866341931,6.94417667388916,0.0,0.0,13.491993604442479
District of Columbia,2025-11-08,2025-11-22,2,3.1024148668058986,11.09004020690918,3.1024148668058986,0.0,24.838494259449018
Florida,2025-11-08,2025-11-22,2,300.8426722000244,51.02202606201172,300.8426722000244,200.84133870021742,400.8440056998314
Georgia,2025-11-08,2025-11-22,2,80.07150502465964,52.37145233154297,80.07150502465964,0.0,182.7176654125401
Hawaii,2025-11-08,2025-11-22,2,6.647412298613288,8.196431159973145,6.647412298613288,0.0,22.71212217392251
Idaho,2025-11-08,2025-11-22,2,14.430981017622457,15.888044357299805,14.430981017622457,0.0,45.5709757427049
Illinois,2025-11-08,2025-11-22,2,29.57774270093816,102.22344207763672,29.57774270093816,0.0,229.93200754882244
Indiana,2025-11-08,2025-11-22,2,40.38270829247327,55.382789611816406,40.38270829247327,0.0,148.93098129499248
Iowa,2025-11-08,2025-11-22,2,11.80495119267574,24.313819885253906,11.80495119267574,0.0,59.459162494367185
Kansas,2025-11-08,2025-11-22,2,10.967007708748168,22.359359741210938,10.967007708748168,0.0,54.79054751889643
Kentucky,2025-11-08,2025-11-22,2,12.787627191264868,40.62036895751953,12.787627191264868,0.0,92.40208738673198
Louisiana,2025-11-08,2025-11-22,2,95.86638691344216,59.153221130371094,95.86638691344216,0.0,211.8045698985032
Maine,2025-11-08,2025-11-22,2,9.3027103667871,16.525192260742188,9.3027103667871,0.0,41.691492035441826
Maryland,2025-11-08,2025-11-22,2,17.597940599785456,28.19535255432129,17.597940599785456,0.0,72.8598161376646
Massachusetts,2025-11-08,2025-11-22,2,26.033767488641658,52.455928802490234,26.033767488641658,0.0,128.84549871711982
Michigan,2025-11-08,2025-11-22,2,53.25529562344808,87.64973449707031,53.25529562344808,0.0,225.04561849220386
Minnesota,2025-11-08,2025-11-22,2,11.879492161180393,40.78293991088867,11.879492161180393,0.0,91.81258557018336
Mississippi,2025-11-08,2025-11-22,2,28.291670938252793,7.890988349914551,28.291670938252793,12.82561796999512,43.75772390651046
Missouri,2025-11-08,2025-11-22,2,38.05008594430939,45.1408576965332,38.05008594430939,0.0,126.52454126076216
Montana,2025-11-08,2025-11-22,2,2.928416003118025,11.60254955291748,2.928416003118025,0.0,25.66899525567759
Nebraska,2025-11-08,2025-11-22,2,2.3491069845008017,15.414064407348633,2.3491069845008017,0.0,32.56011807828485
Nevada,2025-11-08,2025-11-22,2,23.073158964222824,15.85367488861084,23.073158964222824,0.0,54.145790768507126
New Hampshire,2025-11-08,2025-11-22,2,5.383280011966936,15.513790130615234,5.383280011966936,0.0,35.78974993168574
New Jersey,2025-11-08,2025-11-22,2,54.17819625965448,42.040870666503906,54.17819625965448,0.0,136.57678864470856
New Mexico,2025-11-08,2025-11-22,2,9.455102768252779,18.3070068359375,9.455102768252779,0.0,45.33617683141885
New York,2025-11-08,2025-11-22,2,62.05779902677187,62.35203552246094,62.05779902677187,0.0,184.2655430135574
North Carolina,2025-11-08,2025-11-22,2,51.806628850368,25.59773063659668,51.806628850368,1.6359987166809447,101.97725898405504
North Dakota,2025-11-08,2025-11-22,2,2.070802650281589,4.802772521972656,2.070802650281589,0.0,11.4840638192866
Ohio,2025-11-08,2025-11-22,2,48.61718845508293,64.24674987792969,48.61718845508293,0.0,174.53850433957822
Oklahoma,2025-11-08,2025-11-22,2,28.393893084249864,47.35291290283203,28.393893084249864,0.0,121.20389693686268
Oregon,2025-11-08,2025-11-22,2,11.064219965340818,28.80269432067871,11.064219965340818,0.0,67.51646349158744
Pennsylvania,2025-11-08,2025-11-22,2,105.26355459742243,78.45558166503906,105.26355459742243,0.0,259.03366904704
Puerto Rico,2025-11-08,2025-11-22,2,77.68741335943321,4.597691535949707,77.68741335943321,68.67610353694714,86.69872318191928
Rhode Island,2025-11-08,2025-11-22,2,1.1410809403321474,8.272250175476074,1.1410809403321474,0.0,17.354393355370398
South Carolina,2025-11-08,2025-11-22,2,8.85124115979601,32.30350875854492,8.85124115979601,0.0,72.16495490081824
South Dakota,2025-11-08,2025-11-22,2,3.9510147476473514,9.20982837677002,3.9510147476473514,0.0,22.00194666991158
