location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Alabama,2025-09-20,2025-10-11,3,29.489148685198135,29.515193939208984,29.489148685198135,0.0,87.33786580276264
Alaska,2025-09-20,2025-10-11,3,1.7871795668015529,8.23007869720459,1.7871795668015529,0.0,17.917837403252875
Arizona,2025-09-20,2025-10-11,3,-0.2964974903094883,90.48367309570312,0.0,0.0,177.04824296616448
Arkansas,2025-09-20,2025-10-11,3,9.468171658899111,36.755279541015625,9.468171658899111,0.0,81.50719580099162
California,2025-09-20,2025-10-11,3,69.05630424576032,319.7314147949219,69.05630424576032,0.0,695.7183619698442
Colorado,2025-09-20,2025-10-11,3,4.52663125768531,49.142459869384766,4.52663125768531,0.0,100.84408271338438
Connecticut,2025-09-20,2025-10-11,3,4.272253890463593,30.912517547607422,4.272253890463593,0.0,64.85967495523657
Delaware,2025-09-20,2025-10-11,3,2.6012912141557907,5.546943664550781,2.6012912141557907,0.0,13.473101020947947
District of Columbia,2025-09-20,2025-10-11,3,0.019369898915358834,9.783182144165039,0.019369898915358834,0.0,19.194054555674178
Florida,2025-09-20,2025-10-11,3,149.24318170413355,50.052162170410156,149.24318170413355,51.14274650177147,247.34361690649558
Georgia,2025-09-20,2025-10-11,3,9.019781970422382,44.49065017700195,9.019781970422382,0.0,96.2198539661168
Hawaii,2025-09-20,2025-10-11,3,2.877470978059644,10.032524108886719,2.877470978059644,0.0,22.540856905507415
Idaho,2025-09-20,2025-10-11,3,0.9038656314834461,15.145087242126465,0.9038656314834461,0.0,30.58769116876837
Illinois,2025-09-20,2025-10-11,3,0.6516431278523681,127.62689208984375,0.6516431278523681,0.0,250.79575508272603
Indiana,2025-09-20,2025-10-11,3,8.469682700303014,68.58727264404297,8.469682700303014,0.0,142.89826688045653
Iowa,2025-09-20,2025-10-11,3,6.82034780797619,21.54099464416504,6.82034780797619,0.0,49.03992150170986
Kansas,2025-09-20,2025-10-11,3,-0.7589650428905992,19.970531463623047,0.0,0.0,38.382557377934546
Kentucky,2025-09-20,2025-10-11,3,19.588687969439302,54.965843200683594,19.588687969439302,0.0,127.31976102265496
Louisiana,2025-09-20,2025-10-11,3,23.021923798160046,32.774871826171875,23.021923798160046,0.0,87.25949217537344
Maine,2025-09-20,2025-10-11,3,1.2807578440085583,12.305083274841309,1.2807578440085583,0.0,25.398277889463706
Maryland,2025-09-20,2025-10-11,3,1.9520464681391032,45.07406234741211,1.9520464681391032,0.0,90.29558530597976
Massachusetts,2025-09-20,2025-10-11,3,0.37293359359453226,64.22561645507812,0.37293359359453226,0.0,126.25282873043072
Michigan,2025-09-20,2025-10-11,3,0.5023417589529879,113.9116439819336,0.5023417589529879,0.0,223.76506138329162
Minnesota,2025-09-20,2025-10-11,3,1.689395856656104,64.991455078125,1.689395856656104,0.0,129.0703071126339
Mississippi,2025-09-20,2025-10-11,3,25.685852563380447,16.694595336914062,25.685852563380447,0.0,58.40665816020234
Missouri,2025-09-20,2025-10-11,3,25.37452451034931,70.10297393798828,25.37452451034931,0.0,162.7738286379564
Montana,2025-09-20,2025-10-11,3,0.8482161043526998,8.676826477050781,0.8482161043526998,0.0,17.85448349947579
Nebraska,2025-09-20,2025-10-11,3,0.05714381289200872,16.441158294677734,0.05714381289200872,0.0,32.28122193458234
Nevada,2025-09-20,2025-10-11,3,6.125654095936477,22.206806182861328,6.125654095936477,0.0,49.650194426006074
