location,forecast_date,target_date,horizon,mu,sigma,bias_applied,median_forecast,lower_95,upper_95
Alabama,2025-11-15,2025-11-22,1,27.268481819668615,22.929941177368164,-0.007485772146590186,27.268481819668615,0.0,72.21034069493217
Alaska,2025-11-15,2025-11-22,1,0.596742599141341,5.877157688140869,-0.2533523795850272,0.596742599141341,0.0,12.115759999360131
Arizona,2025-11-15,2025-11-22,1,13.33648877344701,91.99763488769531,-0.3050394509600518,13.33648877344701,0.0,193.64853981619538
Arkansas,2025-11-15,2025-11-22,1,9.97824212339737,29.906715393066406,-0.7894841586321864,9.97824212339737,0.0,68.59432718969717
California,2025-11-15,2025-11-22,1,181.54133525802797,146.30743408203125,0.0810253250658235,181.54133525802797,0.0,468.29863672927723
Colorado,2025-11-15,2025-11-22,1,37.654983126691796,7.912808418273926,2.9949110370021255,37.654983126691796,22.146163610309546,53.16380264307404
Connecticut,2025-11-15,2025-11-22,1,8.347917424112048,27.82390022277832,-0.4550809662537585,8.347917424112048,0.0,62.88175977019354
Delaware,2025-11-15,2025-11-22,1,0.4439256879599996,6.858865261077881,0.45474307716985074,0.4439256879599996,0.0,13.887054574485562
District of Columbia,2025-11-15,2025-11-22,1,2.656580462982731,7.052255153656006,0.060310730254730105,2.656580462982731,0.0,16.47874657393549
Florida,2025-11-15,2025-11-22,1,418.1147383854974,82.4643325805664,7.103252274469227,418.1147383854974,256.4876165184542,579.7418602525405
Georgia,2025-11-15,2025-11-22,1,61.877627450208394,29.524328231811523,0.3933285637189652,61.877627450208394,4.0110074481186615,119.74424745229811
Hawaii,2025-11-15,2025-11-22,1,10.831473712330734,7.5058183670043945,0.19638533852554163,10.831473712330734,0.0,25.542607386158586
Idaho,2025-11-15,2025-11-22,1,15.334766971979116,14.99984073638916,-0.24724107354936287,15.334766971979116,0.0,44.733914589138635
Illinois,2025-11-15,2025-11-22,1,41.62642042999677,86.19540405273438,-0.42271634509553735,41.62642042999677,0.0,210.56630800623395
Indiana,2025-11-15,2025-11-22,1,34.86914906953159,23.743576049804688,0.7836408785895808,34.86914906953159,0.0,81.40570299133658
Iowa,2025-11-15,2025-11-22,1,7.216050973643807,19.07200050354004,0.38818160529731116,7.216050973643807,0.0,44.59648507371206
Kansas,2025-11-15,2025-11-22,1,9.084929703972616,21.7834415435791,2.500337878852194,9.084929703972616,0.0,51.77969058872125
Kentucky,2025-11-15,2025-11-22,1,21.79961678402046,33.11067581176758,-0.31467947991048817,21.79961678402046,0.0,86.69534887886643
Louisiana,2025-11-15,2025-11-22,1,101.2129871909116,42.212337493896484,1.1354787737343663,101.2129871909116,18.478325999624715,183.94764838219848
Maine,2025-11-15,2025-11-22,1,1.4822324452700664,12.39577579498291,0.3873797522676258,1.4822324452700664,0.0,25.777506563869927
Maryland,2025-11-15,2025-11-22,1,39.1088167049276,16.236743927001953,2.6043211905477945,39.1088167049276,7.285383381804319,70.93225002805087
Massachusetts,2025-11-15,2025-11-22,1,34.745797140499,29.299053192138672,0.38822322333067216,34.745797140499,0.0,92.1708861782141
Michigan,2025-11-15,2025-11-22,1,34.244358131034176,81.68331146240234,-0.9157372629831668,34.244358131034176,0.0,194.34070673531053
Minnesota,2025-11-15,2025-11-22,1,16.42412747915067,23.21030616760254,-4.212795037232334,16.42412747915067,0.0,61.91549163779953
Mississippi,2025-11-15,2025-11-22,1,22.76422366833507,14.072688102722168,-0.8744952173792964,22.76422366833507,0.0,50.346185515335826
Missouri,2025-11-15,2025-11-22,1,32.096672086130475,55.71080017089844,0.29382114489326305,32.096672086130475,0.0,141.2878339709993
Montana,2025-11-15,2025-11-22,1,5.769794821628708,7.478358745574951,1.2949321339985094,5.769794821628708,0.0,20.42710862642575
Nebraska,2025-11-15,2025-11-22,1,2.2059461666244347,14.764930725097656,-0.09973440066087219,2.2059461666244347,0.0,31.144678622044708
Nevada,2025-11-15,2025-11-22,1,18.35620017496423,8.897541046142578,-0.21920237600491088,18.35620017496423,0.9173401735579354,35.79506017637051
New Hampshire,2025-11-15,2025-11-22,1,1.017439098249532,13.68397331237793,0.09288372755813834,1.017439098249532,0.0,27.837533955917543
New Jersey,2025-11-15,2025-11-22,1,59.45215917966569,23.830833435058594,2.933865142199088,59.45215917966569,12.744583925377896,106.15973443395347
New Mexico,2025-11-15,2025-11-22,1,16.724092175693926,13.190242767333984,0.14522744670690013,16.724092175693926,0.0,42.576492947008475
New York,2025-11-15,2025-11-22,1,166.25343948689863,66.08506774902344,1.856517800936908,166.25343948689863,36.72908678292319,295.77779219087404
North Carolina,2025-11-15,2025-11-22,1,55.97105787743845,22.68106460571289,3.9929540674764397,55.97105787743845,11.516988119215007,100.42512763566188
North Dakota,2025-11-15,2025-11-22,1,2.0354412615615054,3.4005959033966064,0.3087737100011112,2.0354412615615054,0.0,8.700486758193303
Ohio,2025-11-15,2025-11-22,1,58.68708384714239,53.461612701416016,-1.2681111401776635,58.68708384714239,0.0,163.4699192973469
Oklahoma,2025-11-15,2025-11-22,1,13.99141084683124,36.83945083618164,-0.1350706263261694,13.99141084683124,0.0,86.19540769598123
Oregon,2025-11-15,2025-11-22,1,16.897343665143612,24.12843894958496,0.8875351722871054,16.897343665143612,0.0,64.1882150095036
Pennsylvania,2025-11-15,2025-11-22,1,164.13324784967,54.763694763183594,9.267368503830212,164.13324784967,56.79837845348537,271.4681172458546
Puerto Rico,2025-11-15,2025-11-22,1,127.59963411784081,28.367740631103516,-8.958427971614991,127.59963411784081,71.99988415810435,183.19938407757724
Rhode Island,2025-11-15,2025-11-22,1,3.8605937144849993,3.7682530879974365,0.6430726559252257,3.8605937144849993,0.0,11.246234051591818
South Carolina,2025-11-15,2025-11-22,1,19.42482011059993,28.031431198120117,1.6306958650311838,19.42482011059993,0.0,74.36541569402782
South Dakota,2025-11-15,2025-11-22,1,1.3191214454213442,10.08362102508545,-0.7135566947425903,1.3191214454213442,0.0,21.082655488339686
Tennessee,2025-11-15,2025-11-22,1,37.18628927233716,27.436447143554688,-0.24778616936294995,37.18628927233716,0.0,90.96073753744119
Texas,2025-11-15,2025-11-22,1,364.9138674278882,71.93871307373047,3.869978911871094,364.9138674278882,223.9165807092157,505.91115414656065
US,2025-11-15,2025-11-22,1,2485.844007220703,1434.7274169921875,30.057388672020807,2485.844007220703,0.0,5297.858072157571
Utah,2025-11-15,2025-11-22,1,10.388159101759918,16.169349670410156,0.42409002266948637,10.388159101759918,0.0,42.079502109198415
Vermont,2025-11-15,2025-11-22,1,2.709676395278052,2.7230844497680664,0.043429777435295594,2.709676395278052,0.0,8.046823843684532
Virginia,2025-11-15,2025-11-22,1,51.94665230134866,47.09072494506836,-0.5009983703071628,51.94665230134866,0.0,144.24277719956456
Washington,2025-11-15,2025-11-22,1,19.750282005979386,28.642465591430664,0.15084028448595532,19.750282005979386,0.0,75.88848299361123
West Virginia,2025-11-15,2025-11-22,1,1.5905363310307865,19.769277572631836,-0.49348297588834933,1.5905363310307865,0.0,40.3376083737646
Wisconsin,2025-11-15,2025-11-22,1,20.21985313431656,43.48269271850586,-0.9425167016599216,20.21985313431656,0.0,105.44436481341009
Wyoming,2025-11-15,2025-11-22,1,1.6967880157425337,3.927747964859009,0.03885544299508692,1.6967880157425337,0.0,9.395032567216685
